leaveid,employeeid,leavetype,startdate,enddate,days,leave_year,leave_month,leave_quarter,leave_day_of_week,leave_month_name,calculated_days,leave_duration_category,is_sick_leave,is_vacation,is_personal,is_maternity_paternity,total_leave_days,leave_count,avg_leave_duration,sick_leave_count,vacation_count,personal_leave_count,maternity_paternity_count,prev_leave_end,days_since_last_leave,leave_sequence,season,starts_on_weekend,starts_on_monday,starts_on_friday
LEAVE-10225,PNR-2575,Sick Leave,2018-05-09,2018-05-11,3.0,2018,5,2,Wednesday,May,3,Short (2-3 days),1,0,0,0,19.0,5,3.8,3,1,1,0,2018-02-11,87.0,2,Spring,0,0,0
LEAVE-7871,PNR-2575,Vacation,2022-03-21,2022-03-22,2.0,2022,3,1,Monday,March,2,Short (2-3 days),0,1,0,0,19.0,5,3.8,3,1,1,0,2018-05-11,1410.0,3,Spring,0,1,0
LEAVE-7874,PNR-2575,Personal Leave,2023-10-14,2023-10-14,1.0,2023,10,4,Saturday,October,1,Single Day,0,0,1,0,19.0,5,3.8,3,1,1,0,2022-03-22,571.0,4,Fall,1,0,0
LEAVE-7872,PNR-2575,Sick Leave,2025-10-07,2025-10-16,10.0,2025,10,4,Tuesday,October,10,Long (8-14 days),1,0,0,0,19.0,5,3.8,3,1,1,0,2023-10-14,724.0,5,Fall,0,0,0
LEAVE-7876,PNR-2576,Vacation,2018-02-09,2018-02-09,1.0,2018,2,1,Friday,February,1,Single Day,0,1,0,0,12.0,5,2.4,0,1,2,2,,,1,Winter,0,0,1
LEAVE-7878,PNR-2576,Personal Leave,2021-04-06,2021-04-07,2.0,2021,4,2,Tuesday,April,2,Short (2-3 days),0,0,1,0,12.0,5,2.4,0,1,2,2,2018-02-09,1152.0,2,Spring,0,0,0
LEAVE-7879,PNR-2576,Maternity/Paternity,2022-01-26,2022-01-28,3.0,2022,1,1,Wednesday,January,3,Short (2-3 days),0,0,0,1,12.0,5,2.4,0,1,2,2,2021-04-07,294.0,3,Winter,0,0,0
LEAVE-7877,PNR-2576,Personal Leave,2022-12-06,2022-12-10,5.0,2022,12,4,Tuesday,December,5,Medium (4-7 days),0,0,1,0,12.0,5,2.4,0,1,2,2,2022-01-28,312.0,4,Winter,0,0,0
LEAVE-7880,PNR-2576,Maternity/Paternity,2024-12-12,2024-12-12,1.0,2024,12,4,Thursday,December,1,Single Day,0,0,0,1,12.0,5,2.4,0,1,2,2,2022-12-10,733.0,5,Winter,0,0,0
 LEAVE-7884 ,PNR-2577,Maternity/Paternity,2018-12-16,2018-12-20,5.0,2018,12,4,Sunday,December,5,Medium (4-7 days),0,0,0,1,18.0,4,4.5,0,1,1,2,,,1,Winter,1,0,0
LEAVE-7882,PNR-2577,Maternity/Paternity,2021-05-05,2021-05-05,1.0,2021,5,2,Wednesday,May,1,Single Day,0,0,0,1,18.0,4,4.5,0,1,1,2,2018-12-20,867.0,2,Spring,0,0,0
 LEAVE-7883 ,PNR-2577,Vacation,2022-10-19,2022-10-20,2.0,2022,10,4,Wednesday,October,2,Short (2-3 days),0,1,0,0,18.0,4,4.5,0,1,1,2,2021-05-05,532.0,3,Fall,0,0,0
LEAVE-7881,PNR-2577,Personal Leave,2024-01-18,2024-01-27,10.0,2024,1,1,Thursday,January,10,Long (8-14 days),0,0,1,0,18.0,4,4.5,0,1,1,2,2022-10-20,455.0,4,Winter,0,0,0
LEAVE-7886,PNR-2578,Vacation,2018-11-19,2018-11-19,1.0,2018,11,4,Monday,November,1,Single Day,0,1,0,0,19.0,4,4.8,2,1,1,0,,,1,Fall,0,1,0
LEAVE-7890,PNR-2578,Sick Leave,2019-04-22,2019-04-24,3.0,2019,4,2,Monday,April,3,Short (2-3 days),1,0,0,0,19.0,4,4.8,2,1,1,0,2018-11-19,154.0,2,Spring,0,1,0
LEAVE-7887,PNR-2578,Personal Leave,2020-03-08,2020-03-17,10.0,2020,3,1,Sunday,March,10,Long (8-14 days),0,0,1,0,19.0,4,4.8,2,1,1,0,2019-04-24,319.0,3,Spring,1,0,0
LEAVE-7888,PNR-2578,Sick Leave,2024-11-08,2024-11-12,5.0,2024,11,4,Friday,November,5,Medium (4-7 days),1,0,0,0,19.0,4,4.8,2,1,1,0,2020-03-17,1697.0,4,Fall,0,0,1
LEAVE-7891,PNR-2579,Maternity/Paternity,2019-06-07,2019-06-08,2.0,2019,6,2,Friday,June,2,Short (2-3 days),0,0,0,1,7.0,4,1.8,1,0,2,1,,,1,Summer,0,0,1
LEAVE-7895,PNR-2579,Personal Leave,2021-10-25,2021-10-26,2.0,2021,10,4,Monday,October,2,Short (2-3 days),0,0,1,0,7.0,4,1.8,1,0,2,1,2019-06-08,870.0,2,Fall,0,1,0
LEAVE-7893,PNR-2579,Sick Leave,2022-09-13,2022-09-14,2.0,2022,9,3,Tuesday,September,2,Short (2-3 days),1,0,0,0,7.0,4,1.8,1,0,2,1,2021-10-26,322.0,3,Fall,0,0,0
LEAVE-7894,PNR-2579,Personal Leave,2024-01-06,2024-01-06,1.0,2024,1,1,Saturday,January,1,Single Day,0,0,1,0,7.0,4,1.8,1,0,2,1,2022-09-14,479.0,4,Winter,1,0,0
LEAVE-7899,PNR-2580,Sick Leave,2019-07-17,2019-07-26,10.0,2019,7,3,Wednesday,July,10,Long (8-14 days),1,0,0,0,29.0,5,5.8,1,1,2,1,,,1,Summer,0,0,0
LEAVE-7896,PNR-2580,Maternity/Paternity,2019-11-29,2019-11-30,2.0,2019,11,4,Friday,November,2,Short (2-3 days),0,0,0,1,29.0,5,5.8,1,1,2,1,2019-07-26,126.0,2,Fall,0,0,1
LEAVE-7898,PNR-2580,Personal Leave,2022-10-22,2022-10-26,5.0,2022,10,4,Saturday,October,5,Medium (4-7 days),0,0,1,0,29.0,5,5.8,1,1,2,1,2019-11-30,1057.0,3,Fall,1,0,0
LEAVE-7897,PNR-2580,Vacation,2023-09-18,2023-09-27,10.0,2023,9,3,Monday,September,10,Long (8-14 days),0,1,0,0,29.0,5,5.8,1,1,2,1,2022-10-26,327.0,4,Fall,0,1,0
LEAVE-7900,PNR-2580,Personal Leave,2024-06-13,2024-06-14,2.0,2024,6,2,Thursday,June,2,Short (2-3 days),0,0,1,0,29.0,5,5.8,1,1,2,1,2023-09-27,260.0,5,Summer,0,0,0
LEAVE-7905,PNR-2581,Vacation,2019-05-08,2019-05-12,5.0,2019,5,2,Wednesday,May,5,Medium (4-7 days),0,1,0,0,27.0,5,5.4,2,1,2,0,,,1,Spring,0,0,0
LEAVE-7904,PNR-2581,Personal Leave,2019-06-30,2019-07-04,5.0,2019,6,2,Sunday,June,5,Medium (4-7 days),0,0,1,0,27.0,5,5.4,2,1,2,0,2019-05-12,49.0,2,Summer,1,0,0
LEAVE-7902,PNR-2581,Personal Leave,2020-12-22,2020-12-26,5.0,2020,12,4,Tuesday,December,5,Medium (4-7 days),0,0,1,0,27.0,5,5.4,2,1,2,0,2019-07-04,537.0,3,Winter,0,0,0
LEAVE-7901,PNR-2581,Sick Leave,2021-03-26,2021-03-27,2.0,2021,3,1,Friday,March,2,Short (2-3 days),1,0,0,0,27.0,5,5.4,2,1,2,0,2020-12-26,90.0,4,Spring,0,0,1
LEAVE-7903,PNR-2581,Sick Leave,2025-04-06,2025-04-15,10.0,2025,4,2,Sunday,April,10,Long (8-14 days),1,0,0,0,27.0,5,5.4,2,1,2,0,2021-03-27,1471.0,5,Spring,1,0,0
LEAVE-7909,PNR-2582,Sick Leave,2020-04-04,2020-04-08,5.0,2020,4,2,Saturday,April,5,Medium (4-7 days),1,0,0,0,20.0,5,4.0,1,0,3,1,,,1,Spring,1,0,0
LEAVE-7906,PNR-2582,Personal Leave,2023-12-10,2023-12-19,10.0,2023,12,4,Sunday,December,10,Long (8-14 days),0,0,1,0,20.0,5,4.0,1,0,3,1,2020-04-08,1341.0,2,Winter,1,0,0
LEAVE-7910,PNR-2582,Personal Leave,2024-04-20,2024-04-20,1.0,2024,4,2,Saturday,April,1,Single Day,0,0,1,0,20.0,5,4.0,1,0,3,1,2023-12-19,123.0,3,Spring,1,0,0
LEAVE-7908,PNR-2582,Maternity/Paternity,2024-09-26,2024-09-26,1.0,2024,9,3,Thursday,September,1,Single Day,0,0,0,1,20.0,5,4.0,1,0,3,1,2024-04-20,159.0,4,Fall,0,0,0
LEAVE-7907,PNR-2582,Personal Leave,2025-09-15,2025-09-17,3.0,2025,9,3,Monday,September,3,Short (2-3 days),0,0,1,0,20.0,5,4.0,1,0,3,1,2024-09-26,354.0,5,Fall,0,1,0
LEAVE-7913,PNR-2583,Personal Leave,2021-03-11,2021-03-11,1.0,2021,3,1,Thursday,March,1,Single Day,0,0,1,0,8.0,3,2.7,0,0,3,0,,,1,Spring,0,0,0
LEAVE-7914,PNR-2583,Personal Leave,2023-10-10,2023-10-11,2.0,2023,10,4,Tuesday,October,2,Short (2-3 days),0,0,1,0,8.0,3,2.7,0,0,3,0,2021-03-11,943.0,2,Fall,0,0,0
LEAVE-7911,PNR-2583,Personal Leave,2024-09-18,2024-09-22,5.0,2024,9,3,Wednesday,September,5,Medium (4-7 days),0,0,1,0,8.0,3,2.7,0,0,3,0,2023-10-11,343.0,3,Fall,0,0,0
LEAVE-7920,PNR-2584,Personal Leave,2022-05-21,2022-05-23,3.0,2022,5,2,Saturday,May,3,Short (2-3 days),0,0,1,0,14.0,3,4.7,0,1,2,0,,,1,Spring,1,0,0
LEAVE-7918,PNR-2584,Personal Leave,2023-10-22,2023-10-31,10.0,2023,10,4,Sunday,October,10,Long (8-14 days),0,0,1,0,14.0,3,4.7,0,1,2,0,2022-05-23,517.0,2,Fall,1,0,0
LEAVE-7919,PNR-2584,Vacation,2024-09-13,2024-09-13,1.0,2024,9,3,Friday,September,1,Single Day,0,1,0,0,14.0,3,4.7,0,1,2,0,2023-10-31,318.0,3,Fall,0,0,1
LEAVE-7922,PNR-2585,Personal Leave,2019-08-10,2019-08-14,5.0,2019,8,3,Saturday,August,5,Medium (4-7 days),0,0,1,0,23.0,5,4.6,1,1,2,0,,,1,Summer,1,0,0
LEAVE-7923,PNR-2585,Vacation,2019-11-01,2019-11-01,1.0,2019,11,4,Friday,November,1,Single Day,0,1,0,0,23.0,5,4.6,1,1,2,0,2019-08-14,79.0,2,Fall,0,0,1
LEAVE-7925,PNR-2585,Unknown,2021-01-31,2021-02-01,2.0,2021,1,1,Sunday,January,2,Short (2-3 days),0,0,0,0,23.0,5,4.6,1,1,2,0,2019-11-01,457.0,3,Winter,1,0,0
 LEAVE-7921 ,PNR-2585,Sick Leave,2022-07-04,2022-07-13,10.0,2022,7,3,Monday,July,10,Long (8-14 days),1,0,0,0,23.0,5,4.6,1,1,2,0,2021-02-01,518.0,4,Summer,0,1,0
LEAVE-7924,PNR-2585,Personal Leave,2023-08-30,2023-09-03,5.0,2023,8,3,Wednesday,August,5,Medium (4-7 days),0,0,1,0,23.0,5,4.6,1,1,2,0,2022-07-13,413.0,5,Summer,0,0,0
LEAVE-7930,PNR-2586,Vacation,2019-04-07,2019-04-16,10.0,2019,4,2,Sunday,April,10,Long (8-14 days),0,1,0,0,32.0,5,6.4,0,1,0,4,,,1,Spring,1,0,0
LEAVE-7926,PNR-2586,Maternity/Paternity,2020-06-01,2020-06-02,2.0,2020,6,2,Monday,June,2,Short (2-3 days),0,0,0,1,32.0,5,6.4,0,1,0,4,2019-04-16,412.0,2,Summer,0,1,0
LEAVE-7927,PNR-2586,Maternity/Paternity,2021-06-07,2021-06-11,5.0,2021,6,2,Monday,June,5,Medium (4-7 days),0,0,0,1,32.0,5,6.4,0,1,0,4,2020-06-02,370.0,3,Summer,0,1,0
LEAVE-7929,PNR-2586,Maternity/Paternity,2022-01-10,2022-01-19,10.0,2022,1,1,Monday,January,10,Long (8-14 days),0,0,0,1,32.0,5,6.4,0,1,0,4,2021-06-11,213.0,4,Winter,0,1,0
LEAVE-7928,PNR-2586,Maternity/Paternity,2023-02-24,2023-02-28,5.0,2023,2,1,Friday,February,5,Medium (4-7 days),0,0,0,1,32.0,5,6.4,0,1,0,4,2022-01-19,401.0,5,Winter,0,0,1
LEAVE-7934,PNR-2587,Personal Leave,2019-07-09,2019-07-11,3.0,2019,7,3,Tuesday,July,3,Short (2-3 days),0,0,1,0,13.0,4,3.2,0,1,2,1,,,1,Summer,0,0,0
 LEAVE-7932 ,PNR-2587,Personal Leave,2019-12-07,2019-12-08,2.0,2019,12,4,Saturday,December,2,Short (2-3 days),0,0,1,0,13.0,4,3.2,0,1,2,1,2019-07-11,149.0,2,Winter,1,0,0
LEAVE-7933,PNR-2587,Maternity/Paternity,2024-07-15,2024-07-19,5.0,2024,7,3,Monday,July,5,Medium (4-7 days),0,0,0,1,13.0,4,3.2,0,1,2,1,2019-12-08,1681.0,3,Summer,0,1,0
LEAVE-7935,PNR-2587,Vacation,2025-03-08,2025-03-10,3.0,2025,3,1,Saturday,March,3,Short (2-3 days),0,1,0,0,13.0,4,3.2,0,1,2,1,2024-07-19,232.0,4,Spring,1,0,0
LEAVE-7939,PNR-2588,Maternity/Paternity,2020-09-27,2020-10-01,5.0,2020,9,3,Sunday,September,5,Medium (4-7 days),0,0,0,1,23.0,4,5.8,0,0,1,3,,,1,Fall,1,0,0
LEAVE-7940,PNR-2588,Personal Leave,2021-03-30,2021-04-03,5.0,2021,3,1,Tuesday,March,5,Medium (4-7 days),0,0,1,0,23.0,4,5.8,0,0,1,3,2020-10-01,180.0,2,Spring,0,0,0
 LEAVE-7938 ,PNR-2588,Maternity/Paternity,2024-03-09,2024-03-18,10.0,2024,3,1,Saturday,March,10,Long (8-14 days),0,0,0,1,23.0,4,5.8,0,0,1,3,2021-04-03,1071.0,3,Spring,1,0,0
LEAVE-7936,PNR-2588,Maternity/Paternity,2025-06-17,2025-06-19,3.0,2025,6,2,Tuesday,June,3,Short (2-3 days),0,0,0,1,23.0,4,5.8,0,0,1,3,2024-03-18,456.0,4,Summer,0,0,0
LEAVE-7945,PNR-2589,Sick Leave,2019-09-26,2019-09-26,1.0,2019,9,3,Thursday,September,1,Single Day,1,0,0,0,7.0,3,2.3,2,1,0,0,,,1,Fall,0,0,0
LEAVE-7942,PNR-2589,Vacation,2021-06-17,2021-06-21,5.0,2021,6,2,Thursday,June,5,Medium (4-7 days),0,1,0,0,7.0,3,2.3,2,1,0,0,2019-09-26,630.0,2,Summer,0,0,0
LEAVE-7943,PNR-2589,Sick Leave,2024-02-12,2024-02-12,1.0,2024,2,1,Monday,February,1,Single Day,1,0,0,0,7.0,3,2.3,2,1,0,0,2021-06-21,966.0,3,Winter,0,1,0
LEAVE-7946,PNR-2590,Maternity/Paternity,2018-08-14,2018-08-16,3.0,2018,8,3,Tuesday,August,3,Short (2-3 days),0,0,0,1,29.0,5,5.8,0,0,4,1,,,1,Summer,0,0,0
LEAVE-10226,PNR-2590,Personal Leave,2021-04-01,2021-04-03,3.0,2021,4,2,Thursday,April,3,Short (2-3 days),0,0,1,0,29.0,5,5.8,0,0,4,1,2018-08-16,959.0,2,Spring,0,0,0
LEAVE-7947,PNR-2590,Personal Leave,2022-08-25,2022-09-03,10.0,2022,8,3,Thursday,August,10,Long (8-14 days),0,0,1,0,29.0,5,5.8,0,0,4,1,2021-04-03,509.0,3,Summer,0,0,0
LEAVE-7949,PNR-2590,Personal Leave,2022-08-28,2022-08-30,3.0,2022,8,3,Sunday,August,3,Short (2-3 days),0,0,1,0,29.0,5,5.8,0,0,4,1,2022-09-03,-6.0,4,Summer,1,0,0
LEAVE-7950,PNR-2590,Personal Leave,2023-06-23,2023-07-02,10.0,2023,6,2,Friday,June,10,Long (8-14 days),0,0,1,0,29.0,5,5.8,0,0,4,1,2022-08-30,297.0,5,Summer,0,0,1
LEAVE-7952,PNR-2591,Sick Leave,2020-10-05,2020-10-09,5.0,2020,10,4,Monday,October,5,Medium (4-7 days),1,0,0,0,10.0,5,2.0,1,3,0,1,,,1,Fall,0,1,0
LEAVE-7953,PNR-2591,Vacation,2021-09-14,2021-09-14,1.0,2021,9,3,Tuesday,September,1,Single Day,0,1,0,0,10.0,5,2.0,1,3,0,1,2020-10-09,340.0,2,Fall,0,0,0
LEAVE-7954,PNR-2591,Vacation,2022-07-26,2022-07-27,2.0,2022,7,3,Tuesday,July,2,Short (2-3 days),0,1,0,0,10.0,5,2.0,1,3,0,1,2021-09-14,315.0,3,Summer,0,0,0
LEAVE-7955,PNR-2591,Vacation,2024-06-26,2024-06-26,1.0,2024,6,2,Wednesday,June,1,Single Day,0,1,0,0,10.0,5,2.0,1,3,0,1,2022-07-27,700.0,4,Summer,0,0,0
LEAVE-7951,PNR-2591,Maternity/Paternity,2025-07-18,2025-07-18,1.0,2025,7,3,Friday,July,1,Single Day,0,0,0,1,10.0,5,2.0,1,3,0,1,2024-06-26,387.0,5,Summer,0,0,1
LEAVE-7960,PNR-2592,Vacation,2018-09-05,2018-09-07,3.0,2018,9,3,Wednesday,September,3,Short (2-3 days),0,1,0,0,19.0,5,3.8,2,1,2,0,,,1,Fall,0,0,0
LEAVE-7959,PNR-2592,Personal Leave,2020-04-14,2020-04-15,2.0,2020,4,2,Tuesday,April,2,Short (2-3 days),0,0,1,0,19.0,5,3.8,2,1,2,0,2018-09-07,585.0,2,Spring,0,0,0
LEAVE-7958,PNR-2592,Personal Leave,2020-10-10,2020-10-12,3.0,2020,10,4,Saturday,October,3,Short (2-3 days),0,0,1,0,19.0,5,3.8,2,1,2,0,2020-04-15,178.0,3,Fall,1,0,0
 LEAVE-7956 ,PNR-2592,Sick Leave,2021-10-07,2021-10-07,1.0,2021,10,4,Thursday,October,1,Single Day,1,0,0,0,19.0,5,3.8,2,1,2,0,2020-10-12,360.0,4,Fall,0,0,0
LEAVE-7957,PNR-2592,Sick Leave,2022-11-26,2022-12-05,10.0,2022,11,4,Saturday,November,10,Long (8-14 days),1,0,0,0,19.0,5,3.8,2,1,2,0,2021-10-07,415.0,5,Fall,1,0,0
LEAVE-7964,PNR-2593,Vacation,2018-06-07,2018-06-09,3.0,2018,6,2,Thursday,June,3,Short (2-3 days),0,1,0,0,23.0,4,5.8,1,2,0,1,,,1,Summer,0,0,0
LEAVE-7965,PNR-2593,Sick Leave,2021-04-12,2021-04-21,10.0,2021,4,2,Monday,April,10,Long (8-14 days),1,0,0,0,23.0,4,5.8,1,2,0,1,2018-06-09,1038.0,2,Spring,0,1,0
LEAVE-7963,PNR-2593,Maternity/Paternity,2021-05-24,2021-05-28,5.0,2021,5,2,Monday,May,5,Medium (4-7 days),0,0,0,1,23.0,4,5.8,1,2,0,1,2021-04-21,33.0,3,Spring,0,1,0
LEAVE-7961,PNR-2593,Vacation,2023-03-16,2023-03-20,5.0,2023,3,1,Thursday,March,5,Medium (4-7 days),0,1,0,0,23.0,4,5.8,1,2,0,1,2021-05-28,657.0,4,Spring,0,0,0
LEAVE-7967,PNR-2594,Vacation,2021-05-19,2021-05-28,10.0,2021,5,2,Wednesday,May,10,Long (8-14 days),0,1,0,0,14.0,4,3.5,2,1,1,0,,,1,Spring,0,0,0
LEAVE-7966,PNR-2594,Personal Leave,2024-03-28,2024-03-29,2.0,2024,3,1,Thursday,March,2,Short (2-3 days),0,0,1,0,14.0,4,3.5,2,1,1,0,2021-05-28,1035.0,2,Spring,0,0,0
LEAVE-7970,PNR-2594,Sick Leave,2024-05-03,2024-05-03,1.0,2024,5,2,Friday,May,1,Single Day,1,0,0,0,14.0,4,3.5,2,1,1,0,2024-03-29,35.0,3,Spring,0,0,1
LEAVE-10227,PNR-2594,Sick Leave,2024-11-12,2024-11-12,1.0,2024,11,4,Tuesday,November,1,Single Day,1,0,0,0,14.0,4,3.5,2,1,1,0,2024-05-03,193.0,4,Fall,0,0,0
LEAVE-7974,PNR-2595,Maternity/Paternity,2020-02-14,2020-02-18,5.0,2020,2,1,Friday,February,5,Medium (4-7 days),0,0,0,1,10.0,5,2.0,2,0,0,3,,,1,Winter,0,0,1
LEAVE-7975,PNR-2595,Sick Leave,2021-10-01,2021-10-01,1.0,2021,10,4,Friday,October,1,Single Day,1,0,0,0,10.0,5,2.0,2,0,0,3,2020-02-18,591.0,2,Fall,0,0,1
LEAVE-7975,PNR-2595,Sick Leave,2021-10-01,2021-10-01,1.0,2021,10,4,Friday,October,1,Single Day,1,0,0,0,10.0,5,2.0,2,0,0,3,2021-10-01,0.0,3,Fall,0,0,1
LEAVE-7973,PNR-2595,Maternity/Paternity,2022-08-12,2022-08-12,1.0,2022,8,3,Friday,August,1,Single Day,0,0,0,1,10.0,5,2.0,2,0,0,3,2021-10-01,315.0,4,Summer,0,0,1
LEAVE-10228,PNR-2595,Maternity/Paternity,2023-05-10,2023-05-11,2.0,2023,5,2,Wednesday,May,2,Short (2-3 days),0,0,0,1,10.0,5,2.0,2,0,0,3,2022-08-12,271.0,5,Spring,0,0,0
LEAVE-7977,PNR-2596,Maternity/Paternity,2020-09-23,2020-09-24,2.0,2020,9,3,Wednesday,September,2,Short (2-3 days),0,0,0,1,8.0,3,2.7,0,0,1,1,,,1,Fall,0,0,0
LEAVE-7979,PNR-2596,Unknown,2022-04-29,2022-04-29,1.0,2022,4,2,Friday,April,1,Single Day,0,0,0,0,8.0,3,2.7,0,0,1,1,2020-09-24,582.0,2,Spring,0,0,1
LEAVE-7978,PNR-2596,Personal Leave,2025-03-30,2025-04-03,5.0,2025,3,1,Sunday,March,5,Medium (4-7 days),0,0,1,0,8.0,3,2.7,0,0,1,1,2022-04-29,1066.0,3,Spring,1,0,0
LEAVE-10229,PNR-2597,Vacation,2018-06-05,2018-06-07,3.0,2018,6,2,Tuesday,June,3,Short (2-3 days),0,1,0,0,19.0,4,4.8,1,1,1,1,,,1,Summer,0,0,0
 LEAVE-7984 ,PNR-2597,Sick Leave,2020-05-17,2020-05-21,5.0,2020,5,2,Sunday,May,5,Medium (4-7 days),1,0,0,0,19.0,4,4.8,1,1,1,1,2018-06-07,710.0,2,Spring,1,0,0
LEAVE-7983,PNR-2597,Personal Leave,2024-05-30,2024-06-08,10.0,2024,5,2,Thursday,May,10,Long (8-14 days),0,0,1,0,19.0,4,4.8,1,1,1,1,2020-05-21,1470.0,3,Spring,0,0,0
LEAVE-7985,PNR-2597,Maternity/Paternity,2024-09-10,2024-09-10,1.0,2024,9,3,Tuesday,September,1,Single Day,0,0,0,1,19.0,4,4.8,1,1,1,1,2024-06-08,94.0,4,Fall,0,0,0
 LEAVE-7989 ,PNR-2598,Maternity/Paternity,2019-06-25,2019-06-29,5.0,2019,6,2,Tuesday,June,5,Medium (4-7 days),0,0,0,1,26.0,5,5.2,0,1,2,2,,,1,Summer,0,0,0
LEAVE-7990,PNR-2598,Personal Leave,2022-03-15,2022-03-17,3.0,2022,3,1,Tuesday,March,3,Short (2-3 days),0,0,1,0,26.0,5,5.2,0,1,2,2,2019-06-29,990.0,2,Spring,0,0,0
LEAVE-7988,PNR-2598,Maternity/Paternity,2022-08-09,2022-08-11,3.0,2022,8,3,Tuesday,August,3,Short (2-3 days),0,0,0,1,26.0,5,5.2,0,1,2,2,2022-03-17,145.0,3,Summer,0,0,0
LEAVE-7986,PNR-2598,Vacation,2022-11-07,2022-11-11,5.0,2022,11,4,Monday,November,5,Medium (4-7 days),0,1,0,0,26.0,5,5.2,0,1,2,2,2022-08-11,88.0,4,Fall,0,1,0
LEAVE-10230,PNR-2598,Personal Leave,2024-11-28,2024-12-07,10.0,2024,11,4,Thursday,November,10,Long (8-14 days),0,0,1,0,26.0,5,5.2,0,1,2,2,2022-11-11,748.0,5,Fall,0,0,0
LEAVE-7993,PNR-2599,Vacation,2019-12-21,2019-12-22,2.0,2019,12,4,Saturday,December,2,Short (2-3 days),0,1,0,0,8.0,4,2.0,2,1,0,0,,,1,Winter,1,0,0
 LEAVE-7995 ,PNR-2599,Sick Leave,2020-05-01,2020-05-01,1.0,2020,5,2,Friday,May,1,Single Day,1,0,0,0,8.0,4,2.0,2,1,0,0,2019-12-22,131.0,2,Spring,0,0,1
 LEAVE-7994 ,PNR-2599,Sick Leave,2022-03-31,2022-04-02,3.0,2022,3,1,Thursday,March,3,Short (2-3 days),1,0,0,0,8.0,4,2.0,2,1,0,0,2020-05-01,699.0,3,Spring,0,0,0
LEAVE-7992,PNR-2599,Unknown,2025-04-11,2025-04-12,2.0,2025,4,2,Friday,April,2,Short (2-3 days),0,0,0,0,8.0,4,2.0,2,1,0,0,2022-04-02,1105.0,4,Spring,0,0,1
LEAVE-7999,PNR-2600,Personal Leave,2018-07-03,2018-07-04,2.0,2018,7,3,Tuesday,July,2,Short (2-3 days),0,0,1,0,21.0,5,4.2,0,2,2,1,,,1,Summer,0,0,0
LEAVE-8000,PNR-2600,Vacation,2019-12-10,2019-12-12,3.0,2019,12,4,Tuesday,December,3,Short (2-3 days),0,1,0,0,21.0,5,4.2,0,2,2,1,2018-07-04,524.0,2,Winter,0,0,0
LEAVE-7997,PNR-2600,Vacation,2023-08-25,2023-08-27,3.0,2023,8,3,Friday,August,3,Short (2-3 days),0,1,0,0,21.0,5,4.2,0,2,2,1,2019-12-12,1352.0,3,Summer,0,0,1
LEAVE-7998,PNR-2600,Maternity/Paternity,2024-03-05,2024-03-14,10.0,2024,3,1,Tuesday,March,10,Long (8-14 days),0,0,0,1,21.0,5,4.2,0,2,2,1,2023-08-27,191.0,4,Spring,0,0,0
LEAVE-7996,PNR-2600,Personal Leave,2024-06-03,2024-06-05,3.0,2024,6,2,Monday,June,3,Short (2-3 days),0,0,1,0,21.0,5,4.2,0,2,2,1,2024-03-14,81.0,5,Summer,0,1,0
LEAVE-8001,PNR-2601,Vacation,2018-01-26,2018-01-27,2.0,2018,1,1,Friday,January,2,Short (2-3 days),0,1,0,0,13.0,4,3.2,2,2,0,0,,,1,Winter,0,0,1
LEAVE-8003,PNR-2601,Sick Leave,2019-04-17,2019-04-19,3.0,2019,4,2,Wednesday,April,3,Short (2-3 days),1,0,0,0,13.0,4,3.2,2,2,0,0,2018-01-27,445.0,2,Spring,0,0,0
LEAVE-8002,PNR-2601,Vacation,2021-03-30,2021-04-03,5.0,2021,3,1,Tuesday,March,5,Medium (4-7 days),0,1,0,0,13.0,4,3.2,2,2,0,0,2019-04-19,711.0,3,Spring,0,0,0
LEAVE-8004,PNR-2601,Sick Leave,2023-08-20,2023-08-22,3.0,2023,8,3,Sunday,August,3,Short (2-3 days),1,0,0,0,13.0,4,3.2,2,2,0,0,2021-04-03,869.0,4,Summer,1,0,0
LEAVE-8010,PNR-2602,Maternity/Paternity,2018-01-11,2018-01-11,1.0,2018,1,1,Thursday,January,1,Single Day,0,0,0,1,6.0,4,1.5,1,1,1,1,,,1,Winter,0,0,0
LEAVE-8007,PNR-2602,Vacation,2021-08-16,2021-08-16,1.0,2021,8,3,Monday,August,1,Single Day,0,1,0,0,6.0,4,1.5,1,1,1,1,2018-01-11,1313.0,2,Summer,0,1,0
LEAVE-10231,PNR-2602,Personal Leave,2021-09-05,2021-09-07,3.0,2021,9,3,Sunday,September,3,Short (2-3 days),0,0,1,0,6.0,4,1.5,1,1,1,1,2021-08-16,20.0,3,Fall,1,0,0
LEAVE-8006,PNR-2602,Sick Leave,2023-04-06,2023-04-06,1.0,2023,4,2,Thursday,April,1,Single Day,1,0,0,0,6.0,4,1.5,1,1,1,1,2021-09-07,576.0,4,Spring,0,0,0
LEAVE-8015,PNR-2603,Maternity/Paternity,2018-11-22,2018-11-22,1.0,2018,11,4,Thursday,November,1,Single Day,0,0,0,1,22.0,4,5.5,1,0,0,3,,,1,Fall,0,0,0
LEAVE-8013,PNR-2603,Maternity/Paternity,2020-03-07,2020-03-07,1.0,2020,3,1,Saturday,March,1,Single Day,0,0,0,1,22.0,4,5.5,1,0,0,3,2018-11-22,471.0,2,Spring,1,0,0
