recordid,monthend,department,headcount,hires,terminations,attritionrate,year,month,quarter,month_name,net_change,growth_rate,turnover_rate,hire_rate,headcount_3m_avg,hires_3m_avg,terminations_3m_avg,headcount_mom_change,headcount_mom_change_pct,dept_avg_headcount,headcount_category,attrition_risk,has_hires,has_terminations,is_growing,is_shrinking
HC-659,2024-02-28,Marketing,159,0,0,0.0,2024,2,1,February,0,0.0,0.0,0.0,157.0,1.3,0.0,1.0,0.63,103.0,Very Large (100+),,0,0,0,0
HC-668,2024-03-30,Marketing,160,1,0,0.0,2024,3,1,March,1,0.62,0.0,0.62,159.0,1.7,0.0,1.0,0.63,103.0,Very Large (100+),,1,0,1,0
HC-677,2024-04-29,Marketing,161,1,0,0.0,2024,4,2,April,1,0.62,0.0,0.62,160.0,0.7,0.0,1.0,0.62,103.0,Very Large (100+),,1,0,1,0
HC-686,2024-05-30,Marketing,161,0,0,0.0,2024,5,2,May,0,0.0,0.0,0.0,161.0,0.7,0.0,0.0,0.0,103.0,Very Large (100+),,0,0,0,0
HC-695,2024-06-29,Marketing,162,1,0,0.0,2024,6,2,June,1,0.62,0.0,0.62,161.0,0.7,0.0,1.0,0.62,103.0,Very Large (100+),,1,0,1,0
HC-704,2024-07-30,Marketing,162,0,0,0.0,2024,7,3,July,0,0.0,0.0,0.0,162.0,0.3,0.0,0.0,0.0,103.0,Very Large (100+),,0,0,0,0
HC-713,2024-08-30,Marketing,164,2,0,0.0,2024,8,3,August,2,1.22,0.0,1.22,163.0,1.0,0.0,2.0,1.23,103.0,Very Large (100+),,1,0,1,0
HC-722,2024-09-29,Marketing,164,0,0,0.0,2024,9,3,September,0,0.0,0.0,0.0,163.0,0.7,0.0,0.0,0.0,103.0,Very Large (100+),,0,0,0,0
HC-731,2024-10-30,Marketing,166,2,0,0.0,2024,10,4,October,2,1.2,0.0,1.2,165.0,1.3,0.0,2.0,1.22,103.0,Very Large (100+),,1,0,1,0
HC-740,2024-11-29,Marketing,168,2,0,0.0,2024,11,4,November,2,1.19,0.0,1.19,166.0,1.3,0.0,2.0,1.2,103.0,Very Large (100+),,1,0,1,0
HC-749,2024-12-30,Marketing,170,3,1,0.0059,2024,12,4,December,2,1.18,0.59,1.76,168.0,2.3,0.3,2.0,1.19,103.0,Very Large (100+),Low (<5%),1,1,1,0
HC-758,2025-01-30,Marketing,170,0,0,0.0,2025,1,1,January,0,0.0,0.0,0.0,169.0,1.7,0.3,0.0,0.0,103.0,Very Large (100+),,0,0,0,0
HC-767,2025-02-27,Marketing,170,0,0,0.0,2025,2,1,February,0,0.0,0.0,0.0,170.0,1.0,0.3,0.0,0.0,103.0,Very Large (100+),,0,0,0,0
HC-776,2025-03-30,Marketing,171,2,1,0.0058,2025,3,1,March,1,0.58,0.58,1.17,170.0,0.7,0.3,1.0,0.59,103.0,Very Large (100+),Low (<5%),1,1,1,0
HC-785,2025-04-29,Marketing,173,2,0,0.0,2025,4,2,April,2,1.16,0.0,1.16,171.0,1.3,0.3,2.0,1.17,103.0,Very Large (100+),,1,0,1,0
HC-794,2025-05-30,Marketing,176,4,0,0.0,2025,5,2,May,4,2.27,0.0,2.27,173.0,2.7,0.3,3.0,1.73,103.0,Very Large (100+),,1,0,1,0
HC-803,2025-06-29,Marketing,179,2,0,0.0,2025,6,2,June,2,1.12,0.0,1.12,176.0,2.7,0.0,3.0,1.7,103.0,Very Large (100+),,1,0,1,0
HC-812,2025-07-30,Marketing,183,4,0,0.0,2025,7,3,July,4,2.19,0.0,2.19,179.0,3.3,0.0,4.0,2.23,103.0,Very Large (100+),,1,0,1,0
HC-821,2025-08-30,Marketing,186,4,0,0.0,2025,8,3,August,4,2.15,0.0,2.15,183.0,3.3,0.0,3.0,1.64,103.0,Very Large (100+),,1,0,1,0
HC-830,2025-09-29,Marketing,189,2,0,0.0,2025,9,3,September,2,1.06,0.0,1.06,186.0,3.3,0.0,3.0,1.61,103.0,Very Large (100+),,1,0,1,0
HC-839,2025-10-30,Marketing,191,3,1,0.0052,2025,10,4,October,2,1.05,0.52,1.57,189.0,3.0,0.3,2.0,1.06,103.0,Very Large (100+),Low (<5%),1,1,1,0
HC-3,2018-01-30,Production,2,2,0,0.0,2018,1,1,January,2,100.0,0.0,100.0,2.0,2.0,0.0,,,101.0,Small (<20),,1,0,1,0
HC-12,2018-02-27,Production,4,2,0,0.0,2018,2,1,February,2,50.0,0.0,50.0,3.0,2.0,0.0,2.0,100.0,101.0,Small (<20),,1,0,1,0
HC-21,2018-03-30,Production,5,1,0,0.0,2018,3,1,March,1,20.0,0.0,20.0,4.0,1.7,0.0,1.0,25.0,101.0,Small (<20),,1,0,1,0
HC-30,2018-04-29,Production,5,0,0,0.0,2018,4,2,April,0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,101.0,Small (<20),,0,0,0,0
HC-39,2018-05-30,Production,8,3,0,0.0,2018,5,2,May,3,37.5,0.0,37.5,6.0,1.3,0.0,3.0,60.0,101.0,Small (<20),,1,0,1,0
HC-48,2018-06-29,Production,8,0,0,0.0,2018,6,2,June,0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,101.0,Small (<20),,0,0,0,0
HC-57,2018-07-30,Production,9,1,0,0.0,2018,7,3,July,1,11.11,0.0,11.11,8.0,1.3,0.0,1.0,12.5,101.0,Small (<20),,1,0,1,0
HC-66,2018-08-30,Production,14,5,0,0.0,2018,8,3,August,5,35.71,0.0,35.71,10.0,2.0,0.0,5.0,55.56,101.0,Small (<20),,1,0,1,0
HC-75,2018-09-29,Production,17,3,0,0.0,2018,9,3,September,3,17.65,0.0,17.65,13.0,3.0,0.0,3.0,21.43,101.0,Small (<20),,1,0,1,0
HC-84,2018-10-30,Production,17,1,0,0.0,2018,10,4,October,1,5.88,0.0,5.88,16.0,3.0,0.0,0.0,0.0,101.0,Small (<20),,1,0,1,0
HC-93,2018-11-29,Production,19,1,0,0.0,2018,11,4,November,1,5.26,0.0,5.26,18.0,1.7,0.0,2.0,11.76,101.0,Small (<20),,1,0,1,0
HC-102,2018-12-30,Production,20,1,0,0.0,2018,12,4,December,1,5.0,0.0,5.0,19.0,1.0,0.0,1.0,5.26,101.0,Small (<20),,1,0,1,0
HC-111,2019-01-30,Production,22,2,0,0.0,2019,1,1,January,2,9.09,0.0,9.09,20.0,1.3,0.0,2.0,10.0,101.0,Medium (20-50),,1,0,1,0
HC-120,2019-02-27,Production,23,1,0,0.0,2019,2,1,February,1,4.35,0.0,4.35,22.0,1.3,0.0,1.0,4.55,101.0,Medium (20-50),,1,0,1,0
HC-129,2019-03-30,Production,26,3,0,0.0,2019,3,1,March,3,11.54,0.0,11.54,24.0,2.0,0.0,3.0,13.04,101.0,Medium (20-50),,1,0,1,0
HC-138,2019-04-29,Production,29,3,0,0.0,2019,4,2,April,3,10.34,0.0,10.34,26.0,2.3,0.0,3.0,11.54,101.0,Medium (20-50),,1,0,1,0
HC-147,2019-05-30,Production,29,0,0,0.0,2019,5,2,May,0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,101.0,Medium (20-50),,0,0,0,0
HC-156,2019-06-29,Production,31,2,0,0.0,2019,6,2,June,2,6.45,0.0,6.45,30.0,1.7,0.0,2.0,6.9,101.0,Medium (20-50),,1,0,1,0
HC-165,2019-07-30,Production,33,2,0,0.0,2019,7,3,July,2,6.06,0.0,6.06,31.0,1.3,0.0,2.0,6.45,101.0,Medium (20-50),,1,0,1,0
HC-174,2019-08-30,Production,36,3,0,0.0,2019,8,3,August,3,8.33,0.0,8.33,33.0,2.3,0.0,3.0,9.09,101.0,Medium (20-50),,1,0,1,0
HC-183,2019-09-29,Production,39,3,0,0.0,2019,9,3,September,3,7.69,0.0,7.69,36.0,2.7,0.0,3.0,8.33,101.0,Medium (20-50),,1,0,1,0
HC-192,2019-10-30,Production,41,2,0,0.0,2019,10,4,October,2,4.88,0.0,4.88,39.0,2.7,0.0,2.0,5.13,101.0,Medium (20-50),,1,0,1,0
HC-201,2019-11-29,Production,45,4,0,0.0,2019,11,4,November,4,8.89,0.0,8.89,42.0,3.0,0.0,4.0,9.76,101.0,Medium (20-50),,1,0,1,0
HC-210,2019-12-30,Production,50,5,0,0.0,2019,12,4,December,5,10.0,0.0,10.0,45.0,3.7,0.0,5.0,11.11,101.0,Medium (20-50),,1,0,1,0
HC-219,2020-01-30,Production,52,2,0,0.0,2020,1,1,January,2,3.85,0.0,3.85,49.0,3.7,0.0,2.0,4.0,101.0,Large (50-100),,1,0,1,0
HC-228,2020-02-28,Production,53,2,1,0.0189,2020,2,1,February,1,1.89,1.89,3.77,52.0,3.0,0.3,1.0,1.92,101.0,Large (50-100),Low (<5%),1,1,1,0
HC-237,2020-03-30,Production,55,2,0,0.0,2020,3,1,March,2,3.64,0.0,3.64,53.0,2.0,0.3,2.0,3.77,101.0,Large (50-100),,1,0,1,0
HC-246,2020-04-29,Production,57,2,0,0.0,2020,4,2,April,2,3.51,0.0,3.51,55.0,2.0,0.3,2.0,3.64,101.0,Large (50-100),,1,0,1,0
HC-255,2020-05-30,Production,59,2,0,0.0,2020,5,2,May,2,3.39,0.0,3.39,57.0,2.0,0.0,2.0,3.51,101.0,Large (50-100),,1,0,1,0
HC-264,2020-06-29,Production,59,1,1,0.0169,2020,6,2,June,0,0.0,1.69,1.69,58.0,1.7,0.3,0.0,0.0,101.0,Large (50-100),Low (<5%),1,1,0,0
HC-273,2020-07-30,Production,62,3,0,0.0,2020,7,3,July,3,4.84,0.0,4.84,60.0,2.0,0.3,3.0,5.08,101.0,Large (50-100),,1,0,1,0
HC-282,2020-08-30,Production,65,3,0,0.0,2020,8,3,August,3,4.62,0.0,4.62,62.0,2.3,0.3,3.0,4.84,101.0,Large (50-100),,1,0,1,0
HC-291,2020-09-29,Production,67,2,0,0.0,2020,9,3,September,2,2.99,0.0,2.99,65.0,2.7,0.0,2.0,3.08,101.0,Large (50-100),,1,0,1,0
HC-300,2020-10-30,Production,70,3,0,0.0,2020,10,4,October,3,4.29,0.0,4.29,67.0,2.7,0.0,3.0,4.48,101.0,Large (50-100),,1,0,1,0
HC-309,2020-11-29,Production,72,3,0,0.0,2020,11,4,November,3,4.17,0.0,4.17,70.0,2.7,0.0,2.0,2.86,101.0,Large (50-100),,1,0,1,0
HC-318,2020-12-30,Production,76,3,0,0.0,2020,12,4,December,3,3.95,0.0,3.95,73.0,3.0,0.0,4.0,5.56,101.0,Large (50-100),,1,0,1,0
HC-327,2021-01-30,Production,78,2,0,0.0,2021,1,1,January,2,2.56,0.0,2.56,75.0,2.7,0.0,2.0,2.63,101.0,Large (50-100),,1,0,1,0
HC-336,2021-02-27,Production,78,0,0,0.0,2021,2,1,February,0,0.0,0.0,0.0,77.0,1.7,0.0,0.0,0.0,101.0,Large (50-100),,0,0,0,0
HC-345,2021-03-30,Production,81,3,0,0.0,2021,3,1,March,3,3.7,0.0,3.7,79.0,1.7,0.0,3.0,3.85,101.0,Large (50-100),,1,0,1,0
HC-354,2021-04-29,Production,83,3,1,0.012,2021,4,2,April,2,2.41,1.2,3.61,81.0,2.0,0.3,2.0,2.47,101.0,Large (50-100),Low (<5%),1,1,1,0
HC-363,2021-05-30,Production,82,0,1,0.0122,2021,5,2,May,-1,-1.22,1.22,0.0,82.0,2.0,0.7,-1.0,-1.2,101.0,Large (50-100),Low (<5%),0,1,0,1
HC-372,2021-06-29,Production,84,2,0,0.0,2021,6,2,June,2,2.38,0.0,2.38,83.0,1.7,0.7,2.0,2.44,101.0,Large (50-100),,1,0,1,0
HC-381,2021-07-30,Production,86,2,0,0.0,2021,7,3,July,2,2.33,0.0,2.33,84.0,1.3,0.3,2.0,2.38,101.0,Large (50-100),,1,0,1,0
HC-390,2021-08-30,Production,88,3,1,0.0114,2021,8,3,August,2,2.27,1.14,3.41,86.0,2.3,0.3,2.0,2.33,101.0,Large (50-100),Low (<5%),1,1,1,0
HC-399,2021-09-29,Production,90,2,0,0.0,2021,9,3,September,2,2.22,0.0,2.22,88.0,2.3,0.3,2.0,2.27,101.0,Large (50-100),,1,0,1,0
HC-408,2021-10-30,Production,90,1,1,0.0111,2021,10,4,October,0,0.0,1.11,1.11,89.0,2.0,0.7,0.0,0.0,101.0,Large (50-100),Low (<5%),1,1,0,0
HC-417,2021-11-29,Production,90,0,0,0.0,2021,11,4,November,0,0.0,0.0,0.0,90.0,1.0,0.3,0.0,0.0,101.0,Large (50-100),,0,0,0,0
HC-426,2021-12-30,Production,94,4,0,0.0,2021,12,4,December,4,4.26,0.0,4.26,91.0,1.7,0.3,4.0,4.44,101.0,Large (50-100),,1,0,1,0
HC-435,2022-01-30,Production,97,3,0,0.0,2022,1,1,January,3,3.09,0.0,3.09,94.0,2.3,0.0,3.0,3.19,101.0,Large (50-100),,1,0,1,0
HC-444,2022-02-27,Production,96,0,1,0.0104,2022,2,1,February,-1,-1.04,1.04,0.0,96.0,2.3,0.3,-1.0,-1.03,101.0,Large (50-100),Low (<5%),0,1,0,1
HC-453,2022-03-30,Production,99,3,0,0.0,2022,3,1,March,3,3.03,0.0,3.03,97.0,2.0,0.3,3.0,3.12,101.0,Large (50-100),,1,0,1,0
HC-462,2022-04-29,Production,101,3,1,0.0099,2022,4,2,April,2,1.98,0.99,2.97,99.0,2.0,0.7,2.0,2.02,101.0,Very Large (100+),Low (<5%),1,1,1,0
HC-471,2022-05-30,Production,106,5,0,0.0,2022,5,2,May,5,4.72,0.0,4.72,102.0,3.7,0.3,5.0,4.95,101.0,Very Large (100+),,1,0,1,0
HC-480,2022-06-29,Production,107,2,1,0.0093,2022,6,2,June,1,0.93,0.93,1.87,105.0,3.3,0.7,1.0,0.94,101.0,Very Large (100+),Low (<5%),1,1,1,0
HC-489,2022-07-30,Production,110,3,0,0.0,2022,7,3,July,3,2.73,0.0,2.73,108.0,3.3,0.3,3.0,2.8,101.0,Very Large (100+),,1,0,1,0
HC-498,2022-08-30,Production,115,6,0,0.0,2022,8,3,August,6,5.22,0.0,5.22,111.0,3.7,0.3,5.0,4.55,101.0,Very Large (100+),,1,0,1,0
HC-507,2022-09-29,Production,117,1,0,0.0,2022,9,3,September,1,0.85,0.0,0.85,114.0,3.3,0.0,2.0,1.74,101.0,Very Large (100+),,1,0,1,0
HC-516,2022-10-30,Production,121,4,0,0.0,2022,10,4,October,4,3.31,0.0,3.31,118.0,3.7,0.0,4.0,3.42,101.0,Very Large (100+),,1,0,1,0
HC-525,2022-11-29,Production,124,3,0,0.0,2022,11,4,November,3,2.42,0.0,2.42,121.0,2.7,0.0,3.0,2.48,101.0,Very Large (100+),,1,0,1,0
HC-534,2022-12-30,Production,125,2,1,0.008,2022,12,4,December,1,0.8,0.8,1.6,123.0,3.0,0.3,1.0,0.81,101.0,Very Large (100+),Low (<5%),1,1,1,0
HC-543,2023-01-30,Production,125,2,2,0.016,2023,1,1,January,0,0.0,1.6,1.6,125.0,2.3,1.0,0.0,0.0,101.0,Very Large (100+),Low (<5%),1,1,0,0
HC-552,2023-02-27,Production,128,3,0,0.0,2023,2,1,February,3,2.34,0.0,2.34,126.0,2.3,1.0,3.0,2.4,101.0,Very Large (100+),,1,0,1,0
HC-561,2023-03-30,Production,129,2,0,0.0,2023,3,1,March,2,1.55,0.0,1.55,127.0,2.3,0.7,1.0,0.78,101.0,Very Large (100+),,1,0,1,0
HC-570,2023-04-29,Production,132,2,0,0.0,2023,4,2,April,2,1.52,0.0,1.52,130.0,2.3,0.0,3.0,2.33,101.0,Very Large (100+),,1,0,1,0
HC-579,2023-05-30,Production,136,4,0,0.0,2023,5,2,May,4,2.94,0.0,2.94,132.0,2.7,0.0,4.0,3.03,101.0,Very Large (100+),,1,0,1,0
HC-588,2023-06-29,Production,142,6,0,0.0,2023,6,2,June,6,4.23,0.0,4.23,137.0,4.0,0.0,6.0,4.41,101.0,Very Large (100+),,1,0,1,0
HC-597,2023-07-30,Production,145,5,1,0.0069,2023,7,3,July,4,2.76,0.69,3.45,141.0,5.0,0.3,3.0,2.11,101.0,Very Large (100+),Low (<5%),1,1,1,0
HC-606,2023-08-30,Production,148,2,0,0.0,2023,8,3,August,2,1.35,0.0,1.35,145.0,4.3,0.3,3.0,2.07,101.0,Very Large (100+),,1,0,1,0
HC-615,2023-09-29,Production,150,2,0,0.0,2023,9,3,September,2,1.33,0.0,1.33,148.0,3.0,0.3,2.0,1.35,101.0,Very Large (100+),,1,0,1,0
HC-624,2023-10-30,Production,151,2,1,0.0066,2023,10,4,October,1,0.66,0.66,1.32,150.0,2.0,0.3,1.0,0.67,101.0,Very Large (100+),Low (<5%),1,1,1,0
HC-633,2023-11-29,Production,156,5,0,0.0,2023,11,4,November,5,3.21,0.0,3.21,152.0,3.0,0.3,5.0,3.31,101.0,Very Large (100+),,1,0,1,0
HC-642,2023-12-30,Production,157,2,1,0.0064,2023,12,4,December,1,0.64,0.64,1.27,155.0,3.0,0.7,1.0,0.64,101.0,Very Large (100+),Low (<5%),1,1,1,0
HC-651,2024-01-30,Production,160,3,0,0.0,2024,1,1,January,3,1.88,0.0,1.88,158.0,3.3,0.3,3.0,1.91,101.0,Very Large (100+),,1,0,1,0
HC-660,2024-02-28,Production,160,2,2,0.0125,2024,2,1,February,0,0.0,1.25,1.25,159.0,2.3,1.0,0.0,0.0,101.0,Very Large (100+),Low (<5%),1,1,0,0
HC-669,2024-03-30,Production,165,5,0,0.0,2024,3,1,March,5,3.03,0.0,3.03,162.0,3.3,0.7,5.0,3.12,101.0,Very Large (100+),,1,0,1,0
HC-678,2024-04-29,Production,168,3,0,0.0,2024,4,2,April,3,1.79,0.0,1.79,164.0,3.3,0.7,3.0,1.82,101.0,Very Large (100+),,1,0,1,0
HC-687,2024-05-30,Production,172,4,0,0.0,2024,5,2,May,4,2.33,0.0,2.33,168.0,4.0,0.0,4.0,2.38,101.0,Very Large (100+),,1,0,1,0
HC-696,2024-06-29,Production,175,4,1,0.0057,2024,6,2,June,3,1.71,0.57,2.29,172.0,3.7,0.3,3.0,1.74,101.0,Very Large (100+),Low (<5%),1,1,1,0
HC-705,2024-07-30,Production,179,5,1,0.0056,2024,7,3,July,4,2.23,0.56,2.79,175.0,4.3,0.7,4.0,2.29,101.0,Very Large (100+),Low (<5%),1,1,1,0
HC-714,2024-08-30,Production,180,1,0,0.0,2024,8,3,August,1,0.56,0.0,0.56,178.0,3.3,0.7,1.0,0.56,101.0,Very Large (100+),,1,0,1,0
HC-723,2024-09-29,Production,184,4,0,0.0,2024,9,3,September,4,2.17,0.0,2.17,181.0,3.3,0.3,4.0,2.22,101.0,Very Large (100+),,1,0,1,0
HC-732,2024-10-30,Production,189,6,0,0.0,2024,10,4,October,6,3.17,0.0,3.17,184.0,3.7,0.0,5.0,2.72,101.0,Very Large (100+),,1,0,1,0
HC-741,2024-11-29,Production,191,1,0,0.0,2024,11,4,November,1,0.52,0.0,0.52,188.0,3.7,0.0,2.0,1.06,101.0,Very Large (100+),,1,0,1,0
HC-750,2024-12-30,Production,192,1,0,0.0,2024,12,4,December,1,0.52,0.0,0.52,191.0,2.7,0.0,1.0,0.52,101.0,Very Large (100+),,1,0,1,0
HC-759,2025-01-30,Production,196,4,0,0.0,2025,1,1,January,4,2.04,0.0,2.04,193.0,2.0,0.0,4.0,2.08,101.0,Very Large (100+),,1,0,1,0
HC-768,2025-02-27,Production,197,3,2,0.0102,2025,2,1,February,1,0.51,1.02,1.52,195.0,2.7,0.7,1.0,0.51,101.0,Very Large (100+),Low (<5%),1,1,1,0
HC-777,2025-03-30,Production,199,2,0,0.0,2025,3,1,March,2,1.01,0.0,1.01,197.0,3.0,0.7,2.0,1.02,101.0,Very Large (100+),,1,0,1,0
HC-786,2025-04-29,Production,201,3,0,0.0,2025,4,2,April,3,1.49,0.0,1.49,199.0,2.7,0.7,2.0,1.01,101.0,Very Large (100+),,1,0,1,0
HC-795,2025-05-30,Production,204,3,1,0.0049,2025,5,2,May,2,0.98,0.49,1.47,201.0,2.7,0.3,3.0,1.49,101.0,Very Large (100+),Low (<5%),1,1,1,0
HC-804,2025-06-29,Production,208,4,0,0.0,2025,6,2,June,4,1.92,0.0,1.92,204.0,3.3,0.3,4.0,1.96,101.0,Very Large (100+),,1,0,1,0
HC-813,2025-07-30,Production,211,3,0,0.0,2025,7,3,July,3,1.42,0.0,1.42,208.0,3.3,0.3,3.0,1.44,101.0,Very Large (100+),,1,0,1,0
HC-822,2025-08-30,Production,212,1,0,0.0,2025,8,3,August,1,0.47,0.0,0.47,210.0,2.7,0.0,1.0,0.47,101.0,Very Large (100+),,1,0,1,0
HC-831,2025-09-29,Production,212,2,2,0.0094,2025,9,3,September,0,0.0,0.94,0.94,212.0,2.0,0.7,0.0,0.0,101.0,Very Large (100+),Low (<5%),1,1,0,0
HC-840,2025-10-30,Production,213,2,1,0.0047,2025,10,4,October,1,0.47,0.47,0.94,212.0,1.7,1.0,1.0,0.47,101.0,Very Large (100+),Low (<5%),1,1,1,0
HC-7,2018-01-30,Quality Control,3,3,0,0.0,2018,1,1,January,3,100.0,0.0,100.0,3.0,3.0,0.0,,,111.0,Small (<20),,1,0,1,0
HC-16,2018-02-27,Quality Control,6,3,0,0.0,2018,2,1,February,3,50.0,0.0,50.0,4.0,3.0,0.0,3.0,100.0,111.0,Small (<20),,1,0,1,0
HC-25,2018-03-30,Quality Control,8,3,0,0.0,2018,3,1,March,3,37.5,0.0,37.5,6.0,3.0,0.0,2.0,33.33,111.0,Small (<20),,1,0,1,0
HC-34,2018-04-29,Quality Control,10,1,0,0.0,2018,4,2,April,1,10.0,0.0,10.0,8.0,2.3,0.0,2.0,25.0,111.0,Small (<20),,1,0,1,0
HC-43,2018-05-30,Quality Control,11,1,0,0.0,2018,5,2,May,1,9.09,0.0,9.09,10.0,1.7,0.0,1.0,10.0,111.0,Small (<20),,1,0,1,0
HC-52,2018-06-29,Quality Control,13,2,0,0.0,2018,6,2,June,2,15.38,0.0,15.38,11.0,1.3,0.0,2.0,18.18,111.0,Small (<20),,1,0,1,0
HC-61,2018-07-30,Quality Control,17,5,0,0.0,2018,7,3,July,5,29.41,0.0,29.41,14.0,2.7,0.0,4.0,30.77,111.0,Small (<20),,1,0,1,0
HC-70,2018-08-30,Quality Control,21,3,0,0.0,2018,8,3,August,3,14.29,0.0,14.29,17.0,3.3,0.0,4.0,23.53,111.0,Medium (20-50),,1,0,1,0
HC-79,2018-09-29,Quality Control,22,1,0,0.0,2018,9,3,September,1,4.55,0.0,4.55,20.0,3.0,0.0,1.0,4.76,111.0,Medium (20-50),,1,0,1,0
HC-88,2018-10-30,Quality Control,21,0,1,0.0476,2018,10,4,October,-1,-4.76,4.76,0.0,21.0,1.3,0.3,-1.0,-4.55,111.0,Medium (20-50),Low (<5%),0,1,0,1
HC-97,2018-11-29,Quality Control,24,3,0,0.0,2018,11,4,November,3,12.5,0.0,12.5,22.0,1.3,0.3,3.0,14.29,111.0,Medium (20-50),,1,0,1,0
HC-106,2018-12-30,Quality Control,28,4,0,0.0,2018,12,4,December,4,14.29,0.0,14.29,24.0,2.3,0.3,4.0,16.67,111.0,Medium (20-50),,1,0,1,0
HC-115,2019-01-30,Quality Control,31,3,0,0.0,2019,1,1,January,3,9.68,0.0,9.68,28.0,3.3,0.0,3.0,10.71,111.0,Medium (20-50),,1,0,1,0
HC-124,2019-02-27,Quality Control,34,3,0,0.0,2019,2,1,February,3,8.82,0.0,8.82,31.0,3.3,0.0,3.0,9.68,111.0,Medium (20-50),,1,0,1,0
HC-133,2019-03-30,Quality Control,36,2,0,0.0,2019,3,1,March,2,5.56,0.0,5.56,34.0,2.7,0.0,2.0,5.88,111.0,Medium (20-50),,1,0,1,0
HC-142,2019-04-29,Quality Control,41,5,0,0.0,2019,4,2,April,5,12.2,0.0,12.2,37.0,3.3,0.0,5.0,13.89,111.0,Medium (20-50),,1,0,1,0
HC-151,2019-05-30,Quality Control,43,2,0,0.0,2019,5,2,May,2,4.65,0.0,4.65,40.0,3.0,0.0,2.0,4.88,111.0,Medium (20-50),,1,0,1,0
HC-160,2019-06-29,Quality Control,46,3,0,0.0,2019,6,2,June,3,6.52,0.0,6.52,43.0,3.3,0.0,3.0,6.98,111.0,Medium (20-50),,1,0,1,0
HC-169,2019-07-30,Quality Control,50,4,0,0.0,2019,7,3,July,4,8.0,0.0,8.0,46.0,3.0,0.0,4.0,8.7,111.0,Medium (20-50),,1,0,1,0
HC-178,2019-08-30,Quality Control,51,1,0,0.0,2019,8,3,August,1,1.96,0.0,1.96,49.0,2.7,0.0,1.0,2.0,111.0,Large (50-100),,1,0,1,0
HC-187,2019-09-29,Quality Control,54,3,0,0.0,2019,9,3,September,3,5.56,0.0,5.56,52.0,2.7,0.0,3.0,5.88,111.0,Large (50-100),,1,0,1,0
HC-196,2019-10-30,Quality Control,54,0,0,0.0,2019,10,4,October,0,0.0,0.0,0.0,53.0,1.3,0.0,0.0,0.0,111.0,Large (50-100),,0,0,0,0
HC-205,2019-11-29,Quality Control,59,5,0,0.0,2019,11,4,November,5,8.47,0.0,8.47,56.0,2.7,0.0,5.0,9.26,111.0,Large (50-100),,1,0,1,0
HC-214,2019-12-30,Quality Control,61,2,0,0.0,2019,12,4,December,2,3.28,0.0,3.28,58.0,2.3,0.0,2.0,3.39,111.0,Large (50-100),,1,0,1,0
HC-223,2020-01-30,Quality Control,63,2,0,0.0,2020,1,1,January,2,3.17,0.0,3.17,61.0,3.0,0.0,2.0,3.28,111.0,Large (50-100),,1,0,1,0
HC-232,2020-02-28,Quality Control,64,1,0,0.0,2020,2,1,February,1,1.56,0.0,1.56,63.0,1.7,0.0,1.0,1.59,111.0,Large (50-100),,1,0,1,0
HC-241,2020-03-30,Quality Control,65,1,0,0.0,2020,3,1,March,1,1.54,0.0,1.54,64.0,1.3,0.0,1.0,1.56,111.0,Large (50-100),,1,0,1,0
HC-250,2020-04-29,Quality Control,67,3,0,0.0,2020,4,2,April,3,4.48,0.0,4.48,65.0,1.7,0.0,2.0,3.08,111.0,Large (50-100),,1,0,1,0
HC-259,2020-05-30,Quality Control,75,7,0,0.0,2020,5,2,May,7,9.33,0.0,9.33,69.0,3.7,0.0,8.0,11.94,111.0,Large (50-100),,1,0,1,0
HC-268,2020-06-29,Quality Control,75,0,0,0.0,2020,6,2,June,0,0.0,0.0,0.0,72.0,3.3,0.0,0.0,0.0,111.0,Large (50-100),,0,0,0,0
HC-277,2020-07-30,Quality Control,76,1,0,0.0,2020,7,3,July,1,1.32,0.0,1.32,75.0,2.7,0.0,1.0,1.33,111.0,Large (50-100),,1,0,1,0
HC-286,2020-08-30,Quality Control,78,2,0,0.0,2020,8,3,August,2,2.56,0.0,2.56,76.0,1.0,0.0,2.0,2.63,111.0,Large (50-100),,1,0,1,0
HC-295,2020-09-29,Quality Control,82,4,0,0.0,2020,9,3,September,4,4.88,0.0,4.88,79.0,2.3,0.0,4.0,5.13,111.0,Large (50-100),,1,0,1,0
HC-304,2020-10-30,Quality Control,84,2,0,0.0,2020,10,4,October,2,2.38,0.0,2.38,81.0,2.7,0.0,2.0,2.44,111.0,Large (50-100),,1,0,1,0
HC-313,2020-11-29,Quality Control,87,3,0,0.0,2020,11,4,November,3,3.45,0.0,3.45,84.0,3.0,0.0,3.0,3.57,111.0,Large (50-100),,1,0,1,0
HC-322,2020-12-30,Quality Control,90,4,0,0.0,2020,12,4,December,4,4.44,0.0,4.44,87.0,3.0,0.0,3.0,3.45,111.0,Large (50-100),,1,0,1,0
HC-331,2021-01-30,Quality Control,92,1,0,0.0,2021,1,1,January,1,1.09,0.0,1.09,90.0,2.7,0.0,2.0,2.22,111.0,Large (50-100),,1,0,1,0
