candidateid,positionid,jobtitle,applicationdate,source,stage,dateatstage,application_year,application_month,application_quarter,application_month_name,application_day_of_week,stage_number,is_applied,is_screened,is_interview1,is_interview2,is_offer,is_hired,is_rejected,is_linkedin,is_indeed,is_referral,is_company_website,is_job_fair,days_in_process,applications_per_position,hires_per_position,rejections_per_position,stage_count,furthest_stage,application_season,recruitment_outcome
CAND-19367,POS-457,Operations,2025-10-17,Linkedin,Hired,2025-11-11,2025,10,4,October,Friday,6,0,0,0,0,0,1,0,1,0,0,0,0,25.0,27,3,5,1,6,Fall,Hired
CAND-19335,POS-457,Operations,2025-10-21,Company Website,Unknown,2025-10-21,2025,10,4,October,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,27,3,5,2,1,Fall,Unknown
CAND-19335,POS-457,Operations,2025-10-21,Company Website,Applied,2025-10-21,2025,10,4,October,Tuesday,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,27,3,5,2,1,Fall,In Progress - Early
CAND-19337,POS-457,Operations,2025-10-21,Job Fair,Interview 1,2025-10-29,2025,10,4,October,Tuesday,3,0,0,1,0,0,0,0,0,0,0,0,1,8.0,27,3,5,1,3,Fall,In Progress - Advanced
CAND-19338,POS-457,Operations,2025-10-21,Unknown,Interview 2,2025-11-02,2025,10,4,October,Tuesday,4,0,0,0,1,0,0,0,0,0,0,0,0,12.0,27,3,5,1,4,Fall,In Progress - Advanced
CAND-19339,POS-457,Operations,2025-10-21,Company Website,Offer,2025-11-06,2025,10,4,October,Tuesday,5,0,0,0,0,1,0,0,0,0,0,1,0,16.0,27,3,5,1,5,Fall,Offer Stage
CAND-19340,POS-457,Operations,2025-10-21,Employee Referral,Hired,2025-11-08,2025,10,4,October,Tuesday,6,0,0,0,0,0,1,0,0,0,1,0,0,18.0,27,3,5,1,6,Fall,Hired
CAND-19398,POS-458,Qc,2025-09-25,Job Fair,Applied,2025-09-25,2025,9,3,September,Thursday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,21,2,5,2,1,Fall,In Progress - Early
CAND-19398,POS-458,Qc,2025-09-25,Job Fair,Applied,2025-09-25,2025,9,3,September,Thursday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,21,2,5,2,1,Fall,In Progress - Early
CAND-19385,POS-458,Qc,2025-10-02,Job Fair,Applied,2025-10-02,2025,10,4,October,Thursday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,21,2,5,1,1,Fall,In Progress - Early
CAND-19386,POS-458,Qc,2025-10-02,Indeed,Screened,2025-10-05,2025,10,4,October,Thursday,2,0,1,0,0,0,0,0,0,1,0,0,0,3.0,21,2,5,1,2,Fall,In Progress - Early
CAND-19379,POS-458,Qc,2025-10-08,Linkedin,Rejected,2025-10-10,2025,10,4,October,Wednesday,7,0,0,0,0,0,0,1,1,0,0,0,0,2.0,21,2,5,1,7,Fall,Rejected
CAND-19388,POS-458,Qc,2025-10-10,Company Website,Applied,2025-10-10,2025,10,4,October,Friday,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,21,2,5,1,1,Fall,In Progress - Early
CAND-19389,POS-458,Qc,2025-10-10,Linkedin,Screened,2025-10-16,2025,10,4,October,Friday,2,0,1,0,0,0,0,0,1,0,0,0,0,6.0,21,2,5,1,2,Fall,In Progress - Early
CAND-19390,POS-458,Qc,2025-10-10,Company Website,Unknown,2025-10-20,2025,10,4,October,Friday,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0,21,2,5,1,0,Fall,Unknown
CAND-19391,POS-458,Unknown,2025-10-10,Indeed,Interview 2,2025-10-23,2025,10,4,October,Friday,4,0,0,0,1,0,0,0,0,1,0,0,0,13.0,21,2,5,1,4,Fall,In Progress - Advanced
CAND-19393,POS-458,Qc,2025-10-10,Employee Referral,Hired,2025-11-01,2025,10,4,October,Friday,6,0,0,0,0,0,1,0,0,0,1,0,0,22.0,21,2,5,1,6,Fall,Hired
CAND-19373,POS-458,Qc,2025-10-16,Company Website,Unknown,2025-10-22,2025,10,4,October,Thursday,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,21,2,5,1,0,Fall,Unknown
CAND-19375,POS-458,Qc,2025-10-16,Unknown,Interview 2,2025-11-02,2025,10,4,October,Thursday,4,0,0,0,1,0,0,0,0,0,0,0,0,17.0,21,2,5,1,4,Fall,In Progress - Advanced
CAND-19376,POS-458,Qc,2025-10-16,Company Website,Offer,2025-11-09,2025,10,4,October,Thursday,5,0,0,0,0,1,0,0,0,0,0,1,0,24.0,21,2,5,1,5,Fall,Offer Stage
CAND-19377,POS-458,Qc,2025-10-16,Linkedin,Hired,2025-11-15,2025,10,4,October,Thursday,6,0,0,0,0,0,1,0,1,0,0,0,0,30.0,21,2,5,1,6,Fall,Hired
CAND-19394,POS-458,Qc,2025-10-16,Employee Referral,Rejected,2025-10-16,2025,10,4,October,Thursday,7,0,0,0,0,0,0,1,0,0,1,0,0,0.0,21,2,5,1,7,Fall,Rejected
CAND-19396,POS-458,Qc,2025-10-20,Company Website,Applied,2025-10-20,2025,10,4,October,Monday,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,21,2,5,1,1,Fall,In Progress - Early
CAND-19397,POS-458,Qc,2025-10-20,Job Fair,Rejected,2025-10-27,2025,10,4,October,Monday,7,0,0,0,0,0,0,1,0,0,0,0,1,7.0,21,2,5,1,7,Fall,Rejected
CAND-19395,POS-458,Qc,2025-10-21,Indeed,Rejected,2025-10-21,2025,10,4,October,Tuesday,7,0,0,0,0,0,0,1,0,1,0,0,0,0.0,21,2,5,1,7,Fall,Rejected
CAND-19370,POS-458,Qc,2025-10-22,Linkedin,Rejected,2025-10-22,2025,10,4,October,Wednesday,7,0,0,0,0,0,0,1,1,0,0,0,0,0.0,21,2,5,1,7,Fall,Rejected
CAND-19381,POS-458,Qc,2025-10-25,Indeed,Screened,2025-10-27,2025,10,4,October,Saturday,2,0,1,0,0,0,0,0,0,1,0,0,0,2.0,21,2,5,1,2,Fall,In Progress - Early
CAND-19383,POS-458,Unknown,2025-10-25,Unknown,Interview 2,2025-11-02,2025,10,4,October,Saturday,4,0,0,0,1,0,0,0,0,0,0,0,0,8.0,21,2,5,1,4,Fall,In Progress - Advanced
CAND-19402,POS-459,Operations,2025-09-05,Linkedin,Applied,2025-09-05,2025,9,3,September,Friday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,28,2,4,1,1,Fall,In Progress - Early
CAND-19403,POS-459,Operations,2025-09-05,Job Fair,Screened,2025-09-11,2025,9,3,September,Friday,2,0,1,0,0,0,0,0,0,0,0,0,1,6.0,28,2,4,1,2,Fall,In Progress - Early
CAND-19404,POS-459,Operations,2025-09-05,Company Website,Unknown,,2025,9,3,September,Friday,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,28,2,4,1,0,Fall,Unknown
CAND-19414,POS-459,Operations,2025-09-16,Linkedin,Applied,2025-09-16,2025,9,3,September,Tuesday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,28,2,4,1,1,Fall,In Progress - Early
CAND-19416,POS-459,Operations,2025-09-16,Company Website,Interview 1,2025-09-23,2025,9,3,September,Tuesday,3,0,0,1,0,0,0,0,0,0,0,1,0,7.0,28,2,4,1,3,Fall,In Progress - Advanced
CAND-19417,POS-459,Unknown,2025-09-16,Employee Referral,Rejected,2025-09-30,2025,9,3,September,Tuesday,7,0,0,0,0,0,0,1,0,0,1,0,0,14.0,28,2,4,1,7,Fall,Rejected
CAND-19405,POS-459,Operations,2025-09-18,Job Fair,Applied,2025-09-18,2025,9,3,September,Thursday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,28,2,4,1,1,Fall,In Progress - Early
CAND-19407,POS-459,Operations,2025-09-18,Employee Referral,Rejected,2025-09-27,2025,9,3,September,Thursday,7,0,0,0,0,0,0,1,0,0,1,0,0,9.0,28,2,4,2,7,Fall,Rejected
CAND-19407,POS-459,Operations,2025-09-18,Employee Referral,Rejected,2025-09-27,2025,9,3,September,Thursday,7,0,0,0,0,0,0,1,0,0,1,0,0,9.0,28,2,4,2,7,Fall,Rejected
CAND-19410,POS-459,Unknown,2025-09-21,Job Fair,Screened,2025-09-24,2025,9,3,September,Sunday,2,0,1,0,0,0,0,0,0,0,0,0,1,3.0,28,2,4,1,2,Fall,In Progress - Early
CAND-19411,POS-459,Operations,2025-09-21,Linkedin,Interview 1,,2025,9,3,September,Sunday,3,0,0,1,0,0,0,0,1,0,0,0,0,0.0,28,2,4,1,3,Fall,In Progress - Advanced
CAND-19412,POS-459,Operations,2025-09-21,Job Fair,Interview 2,2025-10-01,2025,9,3,September,Sunday,4,0,0,0,1,0,0,0,0,0,0,0,1,10.0,28,2,4,2,4,Fall,In Progress - Advanced
CAND-19412,POS-459,Operations,2025-09-21,Job Fair,Interview 2,2025-10-01,2025,9,3,September,Sunday,4,0,0,0,1,0,0,0,0,0,0,0,1,10.0,28,2,4,2,4,Fall,In Progress - Advanced
CAND-19413,POS-459,Operations,2025-09-21,Job Fair,Rejected,2025-10-03,2025,9,3,September,Sunday,7,0,0,0,0,0,0,1,0,0,0,0,1,12.0,28,2,4,1,7,Fall,Rejected
CAND-19431,POS-459,Operations,2025-10-11,Indeed,Screened,,2025,10,4,October,Saturday,2,0,1,0,0,0,0,0,0,1,0,0,0,0.0,28,2,4,1,2,Fall,In Progress - Early
CAND-19432,POS-459,Operations,2025-10-11,Unknown,Interview 1,2025-10-22,2025,10,4,October,Saturday,3,0,0,1,0,0,0,0,0,0,0,0,0,11.0,28,2,4,1,3,Fall,In Progress - Advanced
CAND-19433,POS-459,Operations,2025-10-11,Company Website,Interview 2,2025-10-26,2025,10,4,October,Saturday,4,0,0,0,1,0,0,0,0,0,0,1,0,15.0,28,2,4,1,4,Fall,In Progress - Advanced
CAND-19435,POS-459,Operations,2025-10-11,Indeed,Hired,2025-11-07,2025,10,4,October,Saturday,6,0,0,0,0,0,1,0,0,1,0,0,0,27.0,28,2,4,1,6,Fall,Hired
CAND-19424,POS-459,Operations,2025-10-13,Employee Referral,Applied,2025-10-13,2025,10,4,October,Monday,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,28,2,4,1,1,Fall,In Progress - Early
CAND-19425,POS-459,Operations,2025-10-13,Employee Referral,Screened,2025-10-20,2025,10,4,October,Monday,2,0,1,0,0,0,0,0,0,0,1,0,0,7.0,28,2,4,1,2,Fall,In Progress - Early
CAND-19426,POS-459,Operations,2025-10-13,Unknown,Interview 1,,2025,10,4,October,Monday,3,0,0,1,0,0,0,0,0,0,0,0,0,0.0,28,2,4,1,3,Fall,In Progress - Advanced
CAND-19427,POS-459,Operations,2025-10-13,Job Fair,Interview 2,2025-10-29,2025,10,4,October,Monday,4,0,0,0,1,0,0,0,0,0,0,0,1,16.0,28,2,4,1,4,Fall,In Progress - Advanced
CAND-19428,POS-459,Operations,2025-10-13,Indeed,Offer,2025-10-31,2025,10,4,October,Monday,5,0,0,0,0,1,0,0,0,1,0,0,0,18.0,28,2,4,1,5,Fall,Offer Stage
CAND-19429,POS-459,Operations,2025-10-13,Linkedin,Hired,2025-11-05,2025,10,4,October,Monday,6,0,0,0,0,0,1,0,1,0,0,0,0,23.0,28,2,4,1,6,Fall,Hired
CAND-19419,POS-459,Unknown,2025-10-21,Job Fair,Applied,2025-10-21,2025,10,4,October,Tuesday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,28,2,4,1,1,Fall,In Progress - Early
CAND-19421,POS-459,Operations,2025-10-21,Employee Referral,Interview 1,2025-11-04,2025,10,4,October,Tuesday,3,0,0,1,0,0,0,0,0,0,1,0,0,14.0,28,2,4,2,3,Fall,In Progress - Advanced
CAND-19421,POS-459,Operations,2025-10-21,Employee Referral,Interview 1,2025-11-04,2025,10,4,October,Tuesday,3,0,0,1,0,0,0,0,0,0,1,0,0,14.0,28,2,4,2,3,Fall,In Progress - Advanced
CAND-19423,POS-459,Operations,2025-10-21,Company Website,Unknown,2025-11-14,2025,10,4,October,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1,0,24.0,28,2,4,1,0,Fall,Unknown
CAND-1932,POS-46,Marketing,2025-09-10,Unknown,Screened,,2025,9,3,September,Wednesday,2,0,1,0,0,0,0,0,0,0,0,0,0,0.0,34,2,9,1,2,Fall,In Progress - Early
CAND-1933,POS-46,Marketing,2025-09-10,Indeed,Interview 1,2025-09-19,2025,9,3,September,Wednesday,3,0,0,1,0,0,0,0,0,1,0,0,0,9.0,34,2,9,1,3,Fall,In Progress - Advanced
CAND-1934,POS-46,Marketing,2025-09-10,Employee Referral,Interview 2,2025-09-24,2025,9,3,September,Wednesday,4,0,0,0,1,0,0,0,0,0,1,0,0,14.0,34,2,9,1,4,Fall,In Progress - Advanced
CAND-1936,POS-46,Marketing,2025-09-10,Company Website,Unknown,2025-10-04,2025,9,3,September,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1,0,24.0,34,2,9,1,0,Fall,Unknown
CAND-1909,POS-46,Marketing,2025-09-15,Job Fair,Screened,2025-09-20,2025,9,3,September,Monday,2,0,1,0,0,0,0,0,0,0,0,0,1,5.0,34,2,9,1,2,Fall,In Progress - Early
CAND-1911,POS-46,Unknown,2025-09-15,Employee Referral,Interview 2,,2025,9,3,September,Monday,4,0,0,0,1,0,0,0,0,0,1,0,0,0.0,34,2,9,1,4,Fall,In Progress - Advanced
CAND-1912,POS-46,Marketing,2025-09-15,Indeed,Offer,2025-10-08,2025,9,3,September,Monday,5,0,0,0,0,1,0,0,0,1,0,0,0,23.0,34,2,9,1,5,Fall,Offer Stage
CAND-1913,POS-46,Marketing,2025-09-15,Linkedin,Hired,2025-10-14,2025,9,3,September,Monday,6,0,0,0,0,0,1,0,1,0,0,0,0,29.0,34,2,9,1,6,Fall,Hired
CAND-1926,POS-46,Marketing,2025-09-15,Job Fair,Screened,2025-09-21,2025,9,3,September,Monday,2,0,1,0,0,0,0,0,0,0,0,0,1,6.0,34,2,9,1,2,Fall,In Progress - Early
CAND-1927,POS-46,Marketing,2025-09-15,Job Fair,Rejected,2025-09-27,2025,9,3,September,Monday,7,0,0,0,0,0,0,1,0,0,0,0,1,12.0,34,2,9,1,7,Fall,Rejected
CAND-1903,POS-46,Marketing,2025-09-18,Linkedin,Unknown,,2025,9,3,September,Thursday,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,34,2,9,1,0,Fall,Unknown
CAND-1899,POS-46,Marketing,2025-09-20,Unknown,Applied,2025-09-20,2025,9,3,September,Saturday,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,34,2,9,2,1,Fall,In Progress - Early
CAND-1899,POS-46,Marketing,2025-09-20,Company Website,Applied,2025-09-20,2025,9,3,September,Saturday,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,34,2,9,2,1,Fall,In Progress - Early
CAND-1940,POS-46,Marketing,2025-09-20,Company Website,Unknown,2025-09-25,2025,9,3,September,Saturday,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,34,2,9,1,0,Fall,Unknown
CAND-1941,POS-46,Marketing,2025-09-20,Company Website,Interview 1,2025-10-01,2025,9,3,September,Saturday,3,0,0,1,0,0,0,0,0,0,0,1,0,11.0,34,2,9,1,3,Fall,In Progress - Advanced
CAND-1942,POS-46,Marketing,2025-09-20,Indeed,Interview 2,2025-10-03,2025,9,3,September,Saturday,4,0,0,0,1,0,0,0,0,1,0,0,0,13.0,34,2,9,1,4,Fall,In Progress - Advanced
CAND-1943,POS-46,Marketing,2025-09-20,Job Fair,Offer,2025-10-07,2025,9,3,September,Saturday,5,0,0,0,0,1,0,0,0,0,0,0,1,17.0,34,2,9,1,5,Fall,Offer Stage
CAND-1944,POS-46,Marketing,2025-09-20,Linkedin,Hired,2025-10-13,2025,9,3,September,Saturday,6,0,0,0,0,0,1,0,1,0,0,0,0,23.0,34,2,9,1,6,Fall,Hired
CAND-1904,POS-46,Marketing,2025-09-22,Unknown,Applied,2025-09-22,2025,9,3,September,Monday,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,34,2,9,1,1,Fall,In Progress - Early
CAND-1905,POS-46,Marketing,2025-09-22,Job Fair,Screened,,2025,9,3,September,Monday,2,0,1,0,0,0,0,0,0,0,0,0,1,0.0,34,2,9,1,2,Fall,In Progress - Early
CAND-1906,POS-46,Marketing,2025-09-22,Unknown,Interview 1,2025-09-28,2025,9,3,September,Monday,3,0,0,1,0,0,0,0,0,0,0,0,0,6.0,34,2,9,1,3,Fall,In Progress - Advanced
CAND-1907,POS-46,Marketing,2025-09-22,Job Fair,Rejected,2025-10-03,2025,9,3,September,Monday,7,0,0,0,0,0,0,1,0,0,0,0,1,11.0,34,2,9,2,7,Fall,Rejected
CAND-1907,POS-46,Marketing,2025-09-22,Job Fair,Rejected,2025-10-03,2025,9,3,September,Monday,7,0,0,0,0,0,0,1,0,0,0,0,1,11.0,34,2,9,2,7,Fall,Rejected
CAND-1924,POS-46,Marketing,2025-10-02,Unknown,Rejected,2025-10-02,2025,10,4,October,Thursday,7,0,0,0,0,0,0,1,0,0,0,0,0,0.0,34,2,9,1,7,Fall,Rejected
CAND-1938,POS-46,Marketing,2025-10-04,Unknown,Rejected,,2025,10,4,October,Saturday,7,0,0,0,0,0,0,1,0,0,0,0,0,0.0,34,2,9,2,7,Fall,Rejected
CAND-1938,POS-46,Marketing,2025-10-04,Employee Referral,Rejected,2025-10-04,2025,10,4,October,Saturday,7,0,0,0,0,0,0,1,0,0,1,0,0,0.0,34,2,9,2,7,Fall,Rejected
CAND-1915,POS-46,Unknown,2025-10-06,Employee Referral,Screened,2025-10-10,2025,10,4,October,Monday,2,0,1,0,0,0,0,0,0,0,1,0,0,4.0,34,2,9,1,2,Fall,In Progress - Early
CAND-1916,POS-46,Unknown,2025-10-06,Indeed,Rejected,2025-10-15,2025,10,4,October,Monday,7,0,0,0,0,0,0,1,0,1,0,0,0,9.0,34,2,9,1,7,Fall,Rejected
CAND-1922,POS-46,Marketing,2025-10-07,Linkedin,Applied,,2025,10,4,October,Tuesday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,34,2,9,1,1,Fall,In Progress - Early
CAND-1917,POS-46,Marketing,2025-10-16,Job Fair,Applied,2025-10-16,2025,10,4,October,Thursday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,34,2,9,1,1,Fall,In Progress - Early
CAND-1918,POS-46,Marketing,2025-10-16,Linkedin,Screened,2025-10-18,2025,10,4,October,Thursday,2,0,1,0,0,0,0,0,1,0,0,0,0,2.0,34,2,9,1,2,Fall,In Progress - Early
CAND-1919,POS-46,Marketing,2025-10-16,Company Website,Rejected,2025-10-24,2025,10,4,October,Thursday,7,0,0,0,0,0,0,1,0,0,0,1,0,8.0,34,2,9,2,7,Fall,Rejected
CAND-1919,POS-46,Marketing,2025-10-16,Company Website,Rejected,2025-10-24,2025,10,4,October,Thursday,7,0,0,0,0,0,0,1,0,0,0,1,0,8.0,34,2,9,2,7,Fall,Rejected
CAND-1929,POS-46,Marketing,2025-10-25,Job Fair,Screened,2025-10-27,2025,10,4,October,Saturday,2,0,1,0,0,0,0,0,0,0,0,0,1,2.0,34,2,9,1,2,Fall,In Progress - Early
CAND-19461,POS-460,It,2025-07-26,Indeed,Applied,2025-07-26,2025,7,3,July,Saturday,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,21,1,6,1,1,Summer,In Progress - Early
CAND-19462,POS-460,It,2025-07-26,Linkedin,Screened,2025-07-28,2025,7,3,July,Saturday,2,0,1,0,0,0,0,0,1,0,0,0,0,2.0,21,1,6,1,2,Summer,In Progress - Early
CAND-19463,POS-460,It,2025-07-26,Employee Referral,Interview 1,2025-08-03,2025,7,3,July,Saturday,3,0,0,1,0,0,0,0,0,0,1,0,0,8.0,21,1,6,1,3,Summer,In Progress - Advanced
CAND-19464,POS-460,It,2025-07-26,Company Website,Interview 2,2025-08-08,2025,7,3,July,Saturday,4,0,0,0,1,0,0,0,0,0,0,1,0,13.0,21,1,6,1,4,Summer,In Progress - Advanced
CAND-19443,POS-460,It,2025-08-03,Unknown,Interview 1,,2025,8,3,August,Sunday,3,0,0,1,0,0,0,0,0,0,0,0,0,0.0,21,1,6,1,3,Summer,In Progress - Advanced
CAND-19444,POS-460,Unknown,2025-08-03,Job Fair,Interview 2,2025-08-17,2025,8,3,August,Sunday,4,0,0,0,1,0,0,0,0,0,0,0,1,14.0,21,1,6,1,4,Summer,In Progress - Advanced
CAND-19437,POS-460,It,2025-08-22,Job Fair,Applied,2025-08-22,2025,8,3,August,Friday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,21,1,6,1,1,Summer,In Progress - Early
CAND-19439,POS-460,It,2025-08-22,Linkedin,Rejected,2025-09-03,2025,8,3,August,Friday,7,0,0,0,0,0,0,1,1,0,0,0,0,12.0,21,1,6,1,7,Summer,Rejected
CAND-19447,POS-460,It,2025-08-28,Unknown,Applied,2025-08-28,2025,8,3,August,Thursday,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,21,1,6,1,1,Summer,In Progress - Early
CAND-19448,POS-460,Unknown,2025-08-28,Job Fair,Screened,2025-09-01,2025,8,3,August,Thursday,2,0,1,0,0,0,0,0,0,0,0,0,1,4.0,21,1,6,1,2,Summer,In Progress - Early
CAND-19450,POS-460,It,2025-08-28,Job Fair,Rejected,2025-09-09,2025,8,3,August,Thursday,7,0,0,0,0,0,0,1,0,0,0,0,1,12.0,21,1,6,1,7,Summer,Rejected
CAND-19467,POS-460,It,2025-08-28,Company Website,Rejected,,2025,8,3,August,Thursday,7,0,0,0,0,0,0,1,0,0,0,1,0,0.0,21,1,6,1,7,Summer,Rejected
CAND-19440,POS-460,It,2025-09-09,Indeed,Rejected,2025-09-09,2025,9,3,September,Tuesday,7,0,0,0,0,0,0,1,0,1,0,0,0,0.0,21,1,6,1,7,Fall,Rejected
CAND-19457,POS-460,It,2025-09-10,Indeed,Rejected,2025-09-10,2025,9,3,September,Wednesday,7,0,0,0,0,0,0,1,0,1,0,0,0,0.0,21,1,6,1,7,Fall,Rejected
CAND-19458,POS-460,It,2025-10-05,Company Website,Applied,2025-10-05,2025,10,4,October,Sunday,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,21,1,6,2,1,Fall,In Progress - Early
CAND-19458,POS-460,It,2025-10-05,Company Website,Applied,2025-10-05,2025,10,4,October,Sunday,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,21,1,6,2,1,Fall,In Progress - Early
CAND-19460,POS-460,It,2025-10-05,Company Website,Rejected,,2025,10,4,October,Sunday,7,0,0,0,0,0,0,1,0,0,0,1,0,0.0,21,1,6,1,7,Fall,Rejected
CAND-19452,POS-460,It,2025-10-21,Indeed,Screened,2025-10-23,2025,10,4,October,Tuesday,2,0,1,0,0,0,0,0,0,1,0,0,0,2.0,21,1,6,1,2,Fall,In Progress - Early
CAND-19453,POS-460,It,2025-10-21,Job Fair,Interview 1,2025-10-26,2025,10,4,October,Tuesday,3,0,0,1,0,0,0,0,0,0,0,0,1,5.0,21,1,6,1,3,Fall,In Progress - Advanced
CAND-19454,POS-460,It,2025-10-21,Employee Referral,Interview 2,2025-10-28,2025,10,4,October,Tuesday,4,0,0,0,1,0,0,0,0,0,1,0,0,7.0,21,1,6,1,4,Fall,In Progress - Advanced
CAND-19456,POS-460,It,2025-10-21,Indeed,Hired,2025-11-06,2025,10,4,October,Tuesday,6,0,0,0,0,0,1,0,0,1,0,0,0,16.0,21,1,6,1,6,Fall,Hired
CAND-19490,POS-461,It,2025-07-26,Job Fair,Applied,2025-07-26,2025,7,3,July,Saturday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,34,1,5,1,1,Summer,In Progress - Early
CAND-19493,POS-461,It,2025-07-26,Company Website,Interview 2,2025-08-10,2025,7,3,July,Saturday,4,0,0,0,1,0,0,0,0,0,0,1,0,15.0,34,1,5,1,4,Summer,In Progress - Advanced
CAND-19494,POS-461,It,2025-07-26,Job Fair,Rejected,2025-08-12,2025,7,3,July,Saturday,7,0,0,0,0,0,0,1,0,0,0,0,1,17.0,34,1,5,2,7,Summer,Rejected
CAND-19494,POS-461,It,2025-07-26,Job Fair,Rejected,2025-08-12,2025,7,3,July,Saturday,7,0,0,0,0,0,0,1,0,0,0,0,1,17.0,34,1,5,2,7,Summer,Rejected
CAND-19475,POS-461,Unknown,2025-08-23,Indeed,Unknown,,2025,8,3,August,Saturday,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,34,1,5,1,0,Summer,Unknown
CAND-19476,POS-461,It,2025-08-23,Employee Referral,Unknown,2025-08-28,2025,8,3,August,Saturday,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,34,1,5,2,2,Summer,Unknown
CAND-19476,POS-461,It,2025-08-23,Employee Referral,Screened,2025-08-28,2025,8,3,August,Saturday,2,0,1,0,0,0,0,0,0,0,1,0,0,5.0,34,1,5,2,2,Summer,In Progress - Early
CAND-19479,POS-461,It,2025-08-23,Indeed,Offer,2025-09-11,2025,8,3,August,Saturday,5,0,0,0,0,1,0,0,0,1,0,0,0,19.0,34,1,5,1,5,Summer,Offer Stage
CAND-19501,POS-461,It,2025-08-24,Company Website,Rejected,2025-08-24,2025,8,3,August,Sunday,7,0,0,0,0,0,0,1,0,0,0,1,0,0.0,34,1,5,1,7,Summer,Rejected
CAND-19481,POS-461,It,2025-08-27,Job Fair,Applied,2025-08-27,2025,8,3,August,Wednesday,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,34,1,5,1,1,Summer,In Progress - Early
CAND-19507,POS-461,It,2025-08-31,Linkedin,Applied,2025-08-31,2025,8,3,August,Sunday,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,34,1,5,1,1,Summer,In Progress - Early
CAND-19509,POS-461,It,2025-08-31,Linkedin,Interview 1,2025-09-06,2025,8,3,August,Sunday,3,0,0,1,0,0,0,0,1,0,0,0,0,6.0,34,1,5,1,3,Summer,In Progress - Advanced
CAND-19510,POS-461,It,2025-08-31,Linkedin,Interview 2,2025-09-08,2025,8,3,August,Sunday,4,0,0,0,1,0,0,0,1,0,0,0,0,8.0,34,1,5,1,4,Summer,In Progress - Advanced
CAND-19514,POS-461,It,2025-09-09,Linkedin,Screened,2025-09-12,2025,9,3,September,Tuesday,2,0,1,0,0,0,0,0,1,0,0,0,0,3.0,34,1,5,1,2,Fall,In Progress - Early
CAND-19515,POS-461,It,2025-09-09,Unknown,Interview 1,2025-09-19,2025,9,3,September,Tuesday,3,0,0,1,0,0,0,0,0,0,0,0,0,10.0,34,1,5,1,3,Fall,In Progress - Advanced
CAND-19516,POS-461,It,2025-09-09,Linkedin,Rejected,2025-09-25,2025,9,3,September,Tuesday,7,0,0,0,0,0,0,1,1,0,0,0,0,16.0,34,1,5,1,7,Fall,Rejected
CAND-19503,POS-461,It,2025-09-13,Employee Referral,Screened,2025-09-20,2025,9,3,September,Saturday,2,0,1,0,0,0,0,0,0,0,1,0,0,7.0,34,1,5,1,2,Fall,In Progress - Early
CAND-19505,POS-461,It,2025-09-13,Unknown,Interview 2,2025-10-02,2025,9,3,September,Saturday,4,0,0,0,1,0,0,0,0,0,0,0,0,19.0,34,1,5,1,4,Fall,In Progress - Advanced
CAND-19506,POS-461,It,2025-09-13,Company Website,Rejected,2025-10-08,2025,9,3,September,Saturday,7,0,0,0,0,0,0,1,0,0,0,1,0,25.0,34,1,5,1,7,Fall,Rejected
CAND-19469,POS-461,It,2025-09-14,Indeed,Unknown,,2025,9,3,September,Sunday,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,34,1,5,2,1,Fall,Unknown
