LeaveID,EmployeeID,LeaveType,StartDate,EndDate,Days
"LEAVE-7877","PNR-2576","Personal Leave","2022-12-06","2022-12-10","5"
"LEAVE-7878","PNR-2576","Personal Leave","2021-04-06","2021-04-07","2"
"LEAVE-7879","PNR-2576","Maternity/Paternity","2022-01-26","2022-01-28","3"
"LEAVE-7880","PNR-2576","Maternity/Paternity","2024-12-12","2024-12-12","1"
"LEAVE-7881","PNR-2577","Personal Leave","2024-01-18","2024-01-27","10"
"LEAVE-7882","PNR-2577","Maternity/Paternity","2021-05-05","2021-05-05","1"
" LEAVE-7883 ","PNR-2577","Vacation","2022-10-19","2022-10-20","2"
" LEAVE-7884 ","PNR-2577","Maternity/Paternity","2018-12-16"," 2018-12-20 ","5"
"LEAVE-7885","#N/A","Personal Leave","2020-12-01","2020-12-01","1"
"LEAVE-7886","PNR-2578","Vacation","2018-11-19","2018-11-19","1"
"LEAVE-7887","PNR-2578","Personal Leave","2020-03-08","2020-03-17","10"
"LEAVE-7888","PNR-2578","Sick Leave","2024-11-08","2024-11-12","5"
"LEAVE-7888","PNR-2578","Sick Leave","2024-11-08","2024-11-12","5"
"LEAVE-7890","PNR-2578","Sick Leave","2019-04-22","2019-04-24","3"
"LEAVE-7891","PNR-2579","Maternity/Paternity","2019-06-07","2019-06-08","2"
"LEAVE-7892","PNR-2579","Maternity/Paternity","2021-04-09","","1"
"LEAVE-7893","PNR-2579","Sick Leave","2022-09-13","2022-09-14","2"
"LEAVE-7894","PNR-2579","Personal Leave","2024-01-06","2024-01-06","1"
"LEAVE-7895","PNR-2579","Personal Leave","2021-10-25","2021-10-26","2"
"LEAVE-7896","PNR-2580","Maternity/Paternity","2019-11-29","2019-11-30","2"
"LEAVE-7897","PNR-2580","Vacation","2023-09-18","2023-09-27","10"
"LEAVE-7898","PNR-2580","Personal Leave","2022-10-22","2022-10-26","5"
"LEAVE-7899","PNR-2580","Sick Leave","2019-07-17","2019-07-26","10"
"LEAVE-7900","PNR-2580","Personal Leave","2024-06-13","2024-06-14","2"
"LEAVE-7901","PNR-2581","Sick Leave","2021-03-26","2021-03-27","2"
"LEAVE-7902","PNR-2581","Personal Leave","2020-12-22","2020-12-26","5"
"LEAVE-7903","PNR-2581","Sick Leave","2025-04-06","2025-04-15","10"
"LEAVE-7904","PNR-2581","Personal Leave","2019-06-30","2019-07-04","5"
"LEAVE-7905","PNR-2581","Vacation","2019-05-08","2019-05-12","5"
"LEAVE-7906","PNR-2582","Personal Leave","2023-12-10","2023-12-19","10"
"LEAVE-7907","PNR-2582","Personal Leave","2025-09-15","2025-09-17","3"
"LEAVE-7908","PNR-2582","Maternity/Paternity","2024-09-26","2024-09-26","1"
"LEAVE-7909","PNR-2582","Sick Leave","2020-04-04","2020-04-08","5"
"LEAVE-7910","PNR-2582"," Personal Leave ","2024-04-20","2024-04-20","1"
"LEAVE-7911","PNR-2583","Personal Leave","2024-09-18","2024-09-22","5"
"LEAVE-7912","PNR-2583","Vacation","2020-04-10","#N/A","5"
"LEAVE-7913","PNR-2583","Personal Leave","2021-03-11","2021-03-11","1"
"LEAVE-7914","PNR-2583","Personal Leave","2023-10-10","2023-10-11","2"
"LEAVE-7915","","Vacation","2021-07-06","2021-07-08","3"
"LEAVE-7916","","Maternity/Paternity","2019-07-16","2019-07-18","3"
"LEAVE-7917","PNR-2584","Personal Leave","","2025-02-04","10"
"LEAVE-7918","PNR-2584","Personal Leave","2023-10-22"," 2023-10-31 ",""
"LEAVE-7919","PNR-2584","Vacation","2024-09-13","2024-09-13","1"
"LEAVE-7920","PNR-2584","Personal Leave","2022-05-21","2022-05-23","3"
" LEAVE-7921 ","PNR-2585","Sick Leave","2022-07-04","2022-07-13","10"
"LEAVE-7922","PNR-2585","Personal Leave","2019-08-10","2019-08-14","5"
"LEAVE-7923","PNR-2585","Vacation","2019-11-01","2019-11-01","1"
"LEAVE-7924","PNR-2585","Personal Leave","2023-08-30"," 2023-09-03 ","5"
"LEAVE-7925","PNR-2585","","2021-01-31","2021-02-01","2"
"LEAVE-7926","PNR-2586","Maternity/Paternity","2020-06-01","2020-06-02","2"
"LEAVE-7927","PNR-2586","Maternity/Paternity","2021-06-07","2021-06-11","5"
"LEAVE-7928","PNR-2586","Maternity/Paternity","2023-02-24","2023-02-28","5"
"LEAVE-7929","PNR-2586","Maternity/Paternity","2022-01-10","2022-01-19","10"
"LEAVE-7930","PNR-2586","Vacation"," 2019-04-07 ","2019-04-16","10"
"LEAVE-7931","PNR-2587","Personal Leave","","2024-09-21","2"
" LEAVE-7932 ","PNR-2587","Personal Leave","2019-12-07","2019-12-08","2"
"LEAVE-7933","PNR-2587","Maternity/Paternity","2024-07-15","2024-07-19","5"
"LEAVE-7934","PNR-2587","Personal Leave","2019-07-09","2019-07-11","3"
"LEAVE-7935","PNR-2587","Vacation","2025-03-08","2025-03-10","3"
"LEAVE-7936","PNR-2588","Maternity/Paternity","2025-06-17","2025-06-19","3"
"LEAVE-7936","PNR-2588","Maternity/Paternity","2025-06-17","2025-06-19","3"
" LEAVE-7938 ","PNR-2588","Maternity/Paternity","2024-03-09","2024-03-18","10"
"LEAVE-7939","PNR-2588","Maternity/Paternity","2020-09-27","2020-10-01","5"
"LEAVE-7940","PNR-2588","Personal Leave","2021-03-30","2021-04-03","5"
"LEAVE-7941","PNR-2589","Vacation","2022-01-18","","3"
"LEAVE-7942","PNR-2589","Vacation","2021-06-17","2021-06-21",""
"LEAVE-7943","PNR-2589","Sick Leave","2024-02-12","2024-02-12","1"
"LEAVE-7943","PNR-2589","Sick Leave","2024-02-12","2024-02-12","1"
"LEAVE-7945","PNR-2589","Sick Leave","2019-09-26"," 2019-09-26 ","1"
"LEAVE-7946","PNR-2590","Maternity/Paternity","2018-08-14","2018-08-16","3"
"LEAVE-7947","PNR-2590","Personal Leave","2022-08-25","2022-09-03","10"
"#N/A","PNR-2590","Personal Leave","2021-04-01","2021-04-03","3"
"LEAVE-7949","PNR-2590","Personal Leave","2022-08-28","2022-08-30","3"
"LEAVE-7950","PNR-2590","Personal Leave"," 2023-06-23 ","2023-07-02","10"
"LEAVE-7951","PNR-2591","Maternity/Paternity","2025-07-18","2025-07-18","1"
"LEAVE-7952","PNR-2591","Sick Leave","2020-10-05","2020-10-09","5"
"LEAVE-7953","PNR-2591","Vacation","2021-09-14","2021-09-14","1"
"LEAVE-7954","PNR-2591","Vacation","2022-07-26","2022-07-27","2"
"LEAVE-7955","PNR-2591","Vacation","2024-06-26","2024-06-26","1"
" LEAVE-7956 ","PNR-2592","Sick Leave","2021-10-07","2021-10-07","1"
"LEAVE-7957","PNR-2592","Sick Leave","2022-11-26","2022-12-05","10"
"LEAVE-7958","PNR-2592","Personal Leave","2020-10-10","2020-10-12","3"
"LEAVE-7959","PNR-2592","Personal Leave","2020-04-14","2020-04-15","2"
"LEAVE-7960","PNR-2592","Vacation","2018-09-05","2018-09-07","3"
"LEAVE-7961","PNR-2593","Vacation","2023-03-16","2023-03-20","5"
"LEAVE-7962","PNR-2593","Vacation","","2022-05-09","10"
"LEAVE-7963","PNR-2593","Maternity/Paternity","2021-05-24"," 2021-05-28 ","5"
"LEAVE-7964","PNR-2593","Vacation","2018-06-07","2018-06-09","3"
"LEAVE-7965","PNR-2593","Sick Leave","2021-04-12","2021-04-21","10"
"LEAVE-7966","PNR-2594","Personal Leave","2024-03-28","2024-03-29","2"
"LEAVE-7967","PNR-2594","Vacation","2021-05-19"," 2021-05-28 ","10"
"#N/A","PNR-2594","Sick Leave","2024-11-12","2024-11-12","1"
"LEAVE-7969","PNR-2594","Personal Leave","2023-03-11","",""
"LEAVE-7970","PNR-2594","Sick Leave","2024-05-03","2024-05-03","1"
"","PNR-2595","Maternity/Paternity","2023-05-10","2023-05-11","2"
"LEAVE-7972","PNR-2595","Personal Leave","","2022-04-13",""
"LEAVE-7973","PNR-2595","Maternity/Paternity","2022-08-12","2022-08-12","1"
"LEAVE-7974","PNR-2595","Maternity/Paternity","2020-02-14","2020-02-18","5"
"LEAVE-7975"," PNR-2595 ","Sick Leave","2021-10-01","2021-10-01","1"
"LEAVE-7975","PNR-2595","Sick Leave","2021-10-01","2021-10-01","1"
"LEAVE-7977","PNR-2596"," Maternity/Paternity ","2020-09-23","2020-09-24","2"
"LEAVE-7978","PNR-2596","Personal Leave","2025-03-30","2025-04-03","5"
"LEAVE-7979","PNR-2596","#N/A","2022-04-29","2022-04-29","1"
"LEAVE-7980","PNR-2596","Vacation","2024-09-21","#N/A","1"
"#N/A","PNR-2597","Vacation","2018-06-05","2018-06-07","3"
"LEAVE-7982","PNR-2597","Personal Leave",""," 2018-05-23 ","3"
"LEAVE-7983","PNR-2597","Personal Leave","2024-05-30","2024-06-08","10"
" LEAVE-7984 ","PNR-2597","Sick Leave","2020-05-17","2020-05-21","5"
"LEAVE-7985","PNR-2597","Maternity/Paternity","2024-09-10","2024-09-10","1"
"LEAVE-7986","PNR-2598","Vacation","2022-11-07","2022-11-11","5"
"","PNR-2598","Personal Leave","2024-11-28","2024-12-07","10"
"LEAVE-7988","PNR-2598","Maternity/Paternity","2022-08-09","2022-08-11",""
" LEAVE-7989 ","PNR-2598","Maternity/Paternity"," 2019-06-25 ","2019-06-29","5"
"LEAVE-7990","PNR-2598","Personal Leave","2022-03-15","2022-03-17","3"
"LEAVE-7991","PNR-2599","Vacation","2020-09-24","","1"
"LEAVE-7992","PNR-2599","","2025-04-11","2025-04-12","2"
"LEAVE-7993"," PNR-2599 ","Vacation","2019-12-21"," 2019-12-22 ","2"
" LEAVE-7994 ","PNR-2599","Sick Leave","2022-03-31","2022-04-02",""
" LEAVE-7995 ","PNR-2599","Sick Leave","2020-05-01","2020-05-01","1"
"LEAVE-7996","PNR-2600","Personal Leave","2024-06-03","2024-06-05","3"
"LEAVE-7997","PNR-2600","Vacation","2023-08-25","2023-08-27","3"
"LEAVE-7998","PNR-2600","Maternity/Paternity","2024-03-05","2024-03-14","10"
"LEAVE-7999","PNR-2600","Personal Leave","2018-07-03","2018-07-04","2"
"LEAVE-8000","PNR-2600"," Vacation ","2019-12-10","2019-12-12","3"
"LEAVE-8001","PNR-2601","Vacation","2018-01-26","2018-01-27","2"
"LEAVE-8002","PNR-2601","Vacation","2021-03-30","2021-04-03","5"
"LEAVE-8003","PNR-2601","Sick Leave","2019-04-17","2019-04-19","3"
"LEAVE-8004","PNR-2601"," Sick Leave ","2023-08-20","2023-08-22","3"
"LEAVE-8005","","Sick Leave","2023-06-14","2023-06-23","10"
"LEAVE-8006","PNR-2602","Sick Leave","2023-04-06","2023-04-06","1"
"LEAVE-8007","PNR-2602","Vacation","2021-08-16","2021-08-16","1"
"LEAVE-8008","PNR-2602","Personal Leave","2023-05-07","","2"
"","PNR-2602","Personal Leave","2021-09-05","2021-09-07","3"
"LEAVE-8010","PNR-2602","Maternity/Paternity","2018-01-11","2018-01-11","1"
"LEAVE-8011","PNR-2603","Personal Leave","","2024-10-04","5"
"LEAVE-8012","PNR-2603","Sick Leave","2025-05-15","2025-05-24","10"
"LEAVE-8013","PNR-2603","Maternity/Paternity"," 2020-03-07 ","2020-03-07","1"
"LEAVE-8014","PNR-2603","Maternity/Paternity","2022-11-05","2022-11-14","10"
"LEAVE-8015","PNR-2603","Maternity/Paternity","2018-11-22","2018-11-22","1"
"LEAVE-8016","PNR-2604","Maternity/Paternity","2018-05-07","2018-05-16","10"
"LEAVE-8017","PNR-2604","Vacation","2019-08-08","2019-08-17","10"
"LEAVE-8018","PNR-2604","Personal Leave","2022-02-23","2022-02-23","1"
"LEAVE-8019","PNR-2604"," Vacation ","2025-02-11","2025-02-12",""
"LEAVE-8020","PNR-2604","Personal Leave","2025-01-28","2025-02-01","5"
"LEAVE-8021","PNR-2605","Vacation","#N/A","2023-07-16","5"
"LEAVE-8022","","Sick Leave","2024-02-03","2024-02-05","3"
"LEAVE-8023","PNR-2605","Sick Leave","2019-02-13","2019-02-17",""
"LEAVE-8024","PNR-2605","Vacation","2018-06-17","2018-06-19","3"
" LEAVE-8025 ","PNR-2605","Maternity/Paternity","2018-06-04","2018-06-13","10"
"LEAVE-8025","PNR-2605","Maternity/Paternity","2018-06-04","2018-06-13","10"
"LEAVE-8027","PNR-2606","Maternity/Paternity","2023-05-12","2023-05-12","1"
"LEAVE-8028","PNR-2606","Vacation","2023-11-16","2023-11-17","2"
" LEAVE-8029 ","PNR-2606","Sick Leave","2024-03-01","2024-03-03","3"
"LEAVE-8030","PNR-2606","Maternity/Paternity","2025-05-10","2025-05-19","10"
"LEAVE-8031","PNR-2607","Personal Leave","2023-08-01","2023-08-03","3"
"LEAVE-8032","PNR-2607","Sick Leave","2024-08-09"," 2024-08-09 ","1"
" LEAVE-8033 ","PNR-2607","Personal Leave","2018-12-19","2018-12-23","5"
"LEAVE-8034","PNR-2607"," Vacation ","2020-04-19","2020-04-23","5"
"LEAVE-8035","PNR-2607","","2023-01-01","2023-01-03","3"
"LEAVE-8036","PNR-2608","Sick Leave","2025-01-09","2025-01-09","1"
"LEAVE-8037","","Vacation","2018-10-18","2018-10-20","3"
"LEAVE-8038","PNR-2608","Vacation","2025-08-10","2025-08-12","3"
"LEAVE-8039","PNR-2608","Maternity/Paternity","2025-04-05","2025-04-09","5"
" LEAVE-8040 ","PNR-2608","Maternity/Paternity","2020-09-11","2020-09-15","5"
"LEAVE-8041","PNR-2609","Personal Leave","2025-01-24","2025-01-25","2"
"LEAVE-8042","PNR-2609","Maternity/Paternity","2022-04-23","2022-04-27","5"
"LEAVE-8043","PNR-2609","Maternity/Paternity","2020-12-07","2020-12-08","2"
"LEAVE-8044"," PNR-2609 ","Maternity/Paternity","2018-07-28","2018-07-28","1"
"LEAVE-8045","PNR-2609","Maternity/Paternity","2025-08-13"," 2025-08-17 ",""
"LEAVE-8046","PNR-2610","Vacation","2023-01-29"," 2023-02-07 ","10"
"LEAVE-8047","PNR-2610","Personal Leave","2018-01-01","","5"
"LEAVE-8048","PNR-2610","Vacation"," 2022-03-17 ","2022-03-19","3"
"LEAVE-8048","PNR-2610","Vacation","2022-03-17","2022-03-19","3"
"LEAVE-8050","PNR-2610","Maternity/Paternity","2018-11-07","2018-11-11","5"
"LEAVE-8051","PNR-2611","Maternity/Paternity","2024-12-15","2024-12-15","1"
"LEAVE-8052","PNR-2611","Vacation","2019-06-06","2019-06-06","1"
"LEAVE-8053","PNR-2611","Vacation","2025-08-12","2025-08-16","5"
"LEAVE-8054","#N/A"," Maternity/Paternity ","2024-05-23","2024-05-27","5"
"LEAVE-8055","PNR-2611","Vacation","2020-10-06","2020-10-10","5"
"LEAVE-8056","PNR-2612","Vacation","2018-06-04","2018-06-06","3"
"LEAVE-8057","PNR-2612","Vacation","2020-12-13","2020-12-15","3"
"LEAVE-8058","PNR-2612","Vacation","2020-02-08","2020-02-12","5"
"LEAVE-8059","","Sick Leave","2018-08-25","2018-08-26","2"
"LEAVE-8060","PNR-2612","Sick Leave","2023-10-17","2023-10-21","5"
"LEAVE-8061","PNR-2613","Maternity/Paternity","2025-01-26","2025-02-04","10"
" LEAVE-8062 ","PNR-2613","Sick Leave","2019-08-20","2019-08-24","5"
"LEAVE-8063","PNR-2613","Maternity/Paternity","2022-06-18","2022-06-19","2"
"LEAVE-8064","PNR-2613","Vacation"," 2023-11-20 ","2023-11-22","3"
"","PNR-2613","","#N/A","2024-08-04","10"
"","PNR-2614","Sick Leave","2019-11-04","2019-11-13","10"
"LEAVE-8067","PNR-2614","Personal Leave","2020-10-11","2020-10-11","1"
"LEAVE-8068","PNR-2614","Vacation","2022-02-20","2022-02-21","2"
"LEAVE-8069","PNR-2614","Vacation","2022-11-23","2022-11-27",""
"LEAVE-8070","PNR-2614","Sick Leave","2020-10-17","2020-10-18","2"
"LEAVE-8071","PNR-2615","Sick Leave","2020-07-01","2020-07-10","10"
"LEAVE-8072","PNR-2615","Sick Leave","2022-02-09","2022-02-11","3"
"LEAVE-8073","PNR-2615","Sick Leave","2020-09-27"," 2020-10-06 ","10"
" LEAVE-8074 ","PNR-2615","Vacation","2019-10-30","2019-11-08","10"
"LEAVE-8075","PNR-2615","Personal Leave","2018-02-01","2018-02-05","5"
"LEAVE-8076","PNR-2616","Personal Leave","2018-10-19"," 2018-10-28 ","10"
" LEAVE-8077 ","PNR-2616","Personal Leave","2024-04-02","2024-04-06","5"
"LEAVE-8078","PNR-2616","Personal Leave","2018-08-07","","10"
"LEAVE-8079","PNR-2616","Personal Leave","2021-05-03","","10"
"LEAVE-8080","PNR-2616","Vacation","2023-06-24","2023-06-26","3"
"LEAVE-8081","PNR-2617"," Maternity/Paternity ","2024-11-30","2024-12-01","2"
"LEAVE-8082","PNR-2617","Vacation","2022-07-02","2022-07-04","3"
"LEAVE-8083","PNR-2617","Vacation","2022-08-19","2022-08-28","10"
"LEAVE-8084","PNR-2617","Maternity/Paternity","2025-10-25","2025-10-27","3"
"LEAVE-8085","PNR-2617","Personal Leave"," 2019-04-05 ","2019-04-09","5"
"LEAVE-8086","PNR-2618","Sick Leave","2018-04-11","","5"
"LEAVE-8087","PNR-2618","Maternity/Paternity","2018-01-26"," 2018-01-30 ","5"
"LEAVE-8088","PNR-2618","Vacation","2024-09-30","","5"
"LEAVE-8089","PNR-2618","Personal Leave","2020-07-06","2020-07-07","2"
"LEAVE-8089","PNR-2618","Personal Leave","2020-07-06","2020-07-07","2"
"LEAVE-8091","PNR-2619","#N/A","2021-11-12","2021-11-13","2"
"LEAVE-8092","PNR-2619","Vacation","2021-04-26","2021-04-28","3"
"LEAVE-8093","PNR-2619","Vacation","2018-05-10"," 2018-05-11 ","2"
"LEAVE-8094","PNR-2619","Vacation","2024-04-12","2024-04-21","10"
"LEAVE-8094","PNR-2619","Vacation","2024-04-12","2024-04-21","10"
"LEAVE-8096","PNR-2620","Vacation","2020-11-06","2020-11-07","2"
"LEAVE-8097","PNR-2620","Maternity/Paternity","2023-07-02"," 2023-07-06 ","5"
"LEAVE-8098","PNR-2620","Sick Leave","2022-08-18","2022-08-27","10"
"LEAVE-8099","PNR-2620","Personal Leave","2025-08-25","2025-08-25","1"
"LEAVE-8100","PNR-2620","Maternity/Paternity","2020-09-22","2020-09-23","2"
"LEAVE-8101","PNR-2621","Maternity/Paternity","2020-09-19","2020-09-21","3"
"LEAVE-8102","PNR-2621","Maternity/Paternity","2018-01-18","2018-01-22","5"
"LEAVE-8103","PNR-2621","Maternity/Paternity","2023-05-07","2023-05-08","2"
"LEAVE-8104","PNR-2621","Personal Leave","2018-09-02","2018-09-04","3"
"LEAVE-8105","PNR-2621","Vacation","2022-03-14","2022-03-15","2"
"LEAVE-8106","PNR-2622","Personal Leave","2025-05-08","2025-05-09","2"
"LEAVE-8107"," PNR-2622 ","Personal Leave","2021-04-10","2021-04-12","3"
"LEAVE-8108","PNR-2622","Sick Leave","2022-10-28","2022-10-30","3"
"LEAVE-8108","PNR-2622","Sick Leave","2022-10-28","2022-10-30","3"
"LEAVE-8110","PNR-2622","Maternity/Paternity","2025-05-17","2025-05-19","3"
"LEAVE-8111"," PNR-2623 ","Maternity/Paternity","2025-03-08","2025-03-10","3"
"LEAVE-8112","PNR-2623","Personal Leave","2019-11-13","2019-11-17","5"
"#N/A","PNR-2623","Sick Leave","2018-03-06","2018-03-10","5"
"LEAVE-8114","PNR-2623","Vacation","2020-03-09","2020-03-11","3"
"LEAVE-8115","PNR-2623","Maternity/Paternity","2022-02-25","2022-03-06","10"
"LEAVE-8116","PNR-2624","Sick Leave","2021-04-17","2021-04-18","2"
"LEAVE-8117","PNR-2624","Personal Leave","2020-02-02"," 2020-02-04 ","3"
"LEAVE-8118","#N/A","Maternity/Paternity","2022-06-05","2022-06-07","3"
"LEAVE-8119","PNR-2624","Sick Leave","2018-11-27","2018-11-29","3"
"LEAVE-8120","PNR-2624","Vacation","2022-02-06","2022-02-08","3"
"#N/A","PNR-2625","Sick Leave","2020-01-26","2020-01-28",""
"LEAVE-8122","PNR-2625","Sick Leave","2023-07-30","2023-07-31","2"
"LEAVE-8123","PNR-2625","Maternity/Paternity","2019-08-02","2019-08-02","1"
"LEAVE-8124","PNR-2625","Vacation","2020-08-01","2020-08-05","5"
"LEAVE-8125","PNR-2625","Vacation"," 2023-07-07 ","2023-07-16","10"
"LEAVE-8126","PNR-2626","","2020-01-19","2020-01-23","5"
"LEAVE-8127","PNR-2626","Maternity/Paternity"," 2019-05-04 ","2019-05-06","3"
"LEAVE-8128","PNR-2626","Personal Leave","2020-12-01","2020-12-05","5"
"LEAVE-8129","PNR-2626","Maternity/Paternity","2025-02-23","2025-02-25","3"
" LEAVE-8130 ","PNR-2626","Sick Leave","2019-03-17","2019-03-18","2"
"LEAVE-8131","PNR-2627","Personal Leave","2025-05-30","2025-06-03","5"
"LEAVE-8132","PNR-2627","Maternity/Paternity","2021-03-29","2021-04-07","10"
"LEAVE-8133","PNR-2627","Personal Leave","2019-10-11","2019-10-15","5"
"LEAVE-8134","PNR-2627","","2020-12-03","2020-12-04","2"
"LEAVE-8135","PNR-2627","Sick Leave","2024-11-13","2024-11-22","10"
"LEAVE-8136","PNR-2628","Sick Leave","2025-01-14","2025-01-23","10"
"LEAVE-8137","PNR-2628","Sick Leave","2023-07-22"," 2023-07-23 ","2"
"LEAVE-8138","PNR-2628","Personal Leave","2020-09-21","2020-09-21","1"
"LEAVE-8139","PNR-2628"," Personal Leave ","2020-11-08","2020-11-17","10"
"LEAVE-8140","PNR-2628","Vacation","2020-02-12","2020-02-13","2"
"LEAVE-8141","PNR-2629","Vacation","2022-09-26","2022-09-26","1"
"LEAVE-8142","PNR-2629","Vacation","2019-02-14"," 2019-02-16 ","3"
"LEAVE-8143","PNR-2629","Personal Leave","2019-08-04","2019-08-08","5"
"LEAVE-8144","PNR-2629","Personal Leave","2019-06-08","","10"
"LEAVE-8145","PNR-2629","Sick Leave","2023-05-17","2023-05-26","10"
"LEAVE-8146","PNR-2630","Personal Leave","2024-09-29","2024-10-08","10"
"LEAVE-8147","PNR-2630","Vacation","2023-10-31","2023-11-01","2"
"LEAVE-8148","PNR-2630","Sick Leave","2018-03-02","2018-03-04","3"
"LEAVE-8149"," PNR-2630 ","Personal Leave","2025-10-13","2025-10-17","5"
"LEAVE-8150","PNR-2630","","2022-11-20","2022-11-20",""
"LEAVE-8151","PNR-2631","Personal Leave","2021-11-16","2021-11-17","2"
"LEAVE-8152","PNR-2631","Sick Leave","2024-03-02","2024-03-04","3"
"LEAVE-8153","PNR-2631","Sick Leave","2018-04-26","2018-04-26","1"
"LEAVE-8154","PNR-2631","Personal Leave"," 2024-07-15 ","2024-07-19","5"
"LEAVE-8155","","Sick Leave","2025-01-07","2025-01-09","3"
"LEAVE-8156",""," Sick Leave ","2024-03-12","2024-03-21","10"
"LEAVE-8157"," PNR-2632 ","Vacation","2018-01-16","2018-01-17","2"
"LEAVE-8158","","Personal Leave","2021-10-03","2021-10-12","10"
"LEAVE-8159","PNR-2632","Vacation","2022-04-12","2022-04-16","5"
"LEAVE-8160","PNR-2632","Sick Leave","2018-03-01","2018-03-03","3"
"LEAVE-8161","#N/A","Personal Leave","2023-01-23","2023-02-01","10"
"LEAVE-8162","PNR-2633","Personal Leave","2019-12-10","2019-12-10","1"
"LEAVE-8163"," PNR-2633 ","Sick Leave","2023-12-30","2024-01-01",""
"LEAVE-8164","PNR-2633","Maternity/Paternity","2018-05-28","2018-06-01","5"
"LEAVE-8165","PNR-2633"," Sick Leave ","2018-08-30","2018-08-30","1"
"LEAVE-8166","PNR-2634","Personal Leave"," 2019-11-27 ","2019-11-27","1"
"LEAVE-8167","PNR-2634","Personal Leave","2021-01-09","2021-01-18","10"
"LEAVE-8168","PNR-2634","Vacation","2024-07-31","2024-08-04","5"
"LEAVE-8169","PNR-2634","Personal Leave","2023-01-21","2023-01-22","2"
"LEAVE-8170","PNR-2634","Maternity/Paternity","2025-01-18","2025-01-18","1"
"LEAVE-8171","PNR-2635","Sick Leave","2024-05-31","2024-05-31","1"
"LEAVE-8172","PNR-2635","Sick Leave","2024-09-21","2024-09-21","1"
"LEAVE-8173","PNR-2635","Maternity/Paternity","2020-11-18","2020-11-27","10"
"LEAVE-8174","PNR-2635","Maternity/Paternity","2025-06-20","","1"
"LEAVE-8175","PNR-2635","Sick Leave","2019-05-10","2019-05-12","3"
"LEAVE-8176","","Maternity/Paternity","2020-09-03","2020-09-05","3"
"LEAVE-8177","PNR-2636","Vacation","2024-05-05","2024-05-06","2"
"LEAVE-8178","PNR-2636","Vacation","2020-05-29","2020-05-29","1"
"LEAVE-8178","PNR-2636","Vacation","2020-05-29","2020-05-29","1"
"LEAVE-8180","PNR-2636","Sick Leave","2020-01-13","2020-01-14","2"
"LEAVE-8181","PNR-2637","Personal Leave","2022-01-21","2022-01-23","3"
"LEAVE-8182","PNR-2637","Personal Leave","2025-07-30","2025-08-08","10"
"LEAVE-8183","PNR-2637","Vacation","2024-09-15","2024-09-24","10"
"LEAVE-8184","PNR-2637","Maternity/Paternity","2020-07-27","2020-08-05","10"
"LEAVE-8185","PNR-2637","Vacation"," 2023-07-08 ","2023-07-10","3"
"LEAVE-8186"," PNR-2638 "," Personal Leave ","2021-03-17","2021-03-18","2"
"LEAVE-8187","PNR-2638","Sick Leave","2022-05-05","2022-05-14","10"
"LEAVE-8188","PNR-2638","Personal Leave","2025-03-31","2025-04-04","5"
"LEAVE-8189","","Personal Leave","2025-09-28","2025-10-02","5"
"LEAVE-8190","PNR-2638"," Vacation ","2019-10-10","2019-10-12","3"
"LEAVE-8191","","Sick Leave","2021-01-15","2021-01-19","5"
"LEAVE-8192","PNR-2639","Vacation","2018-09-22","2018-09-23","2"
"LEAVE-8193","PNR-2639"," Personal Leave ","2022-02-20","2022-02-21","2"
"LEAVE-8194","PNR-2639","Maternity/Paternity","2025-10-13","2025-10-13","1"
"LEAVE-8195","PNR-2639","Maternity/Paternity","2020-12-15","2020-12-15","1"
"LEAVE-8196","PNR-2640","Maternity/Paternity","2019-09-26"," 2019-09-26 ","1"
"LEAVE-8197","PNR-2640","Vacation","2023-09-11","2023-09-15","5"
"LEAVE-8198","PNR-2640","Sick Leave","2022-02-20","2022-03-01","10"
"LEAVE-8199","PNR-2640","Sick Leave","2022-10-05","2022-10-06","2"
"LEAVE-8200","PNR-2640","Personal Leave","2020-11-05","2020-11-07","3"
"LEAVE-8201","PNR-2641","Vacation","2021-09-25","2021-10-04","10"
"LEAVE-8202","PNR-2641","Vacation"," 2018-06-23 ","2018-06-23","1"
"LEAVE-8203","PNR-2641","Vacation","2022-03-22","2022-03-26","5"
"LEAVE-8204","PNR-2641","Personal Leave","2021-12-16","2021-12-17","2"
"LEAVE-8205"," PNR-2641 ","Personal Leave","2019-01-29","2019-01-29","1"
"LEAVE-8206","PNR-2642","Sick Leave","2019-01-31","2019-01-31","1"
"LEAVE-8207","PNR-2642","Vacation","2023-08-17","2023-08-19","3"
"LEAVE-8208","PNR-2642","Sick Leave","2024-08-14","2024-08-16","3"
"LEAVE-8209","","Personal Leave","","2025-03-06","10"
"LEAVE-8210","PNR-2642","Personal Leave","","2024-08-18","2"
"LEAVE-8211","PNR-2643","Maternity/Paternity","2021-09-08","2021-09-08","1"
"LEAVE-8212","PNR-2643","Vacation","2021-02-09","2021-02-11","3"
" LEAVE-8213 ","PNR-2643"," Maternity/Paternity ","2025-09-01","2025-09-05","5"
"LEAVE-8214","PNR-2643","Personal Leave","2018-02-01","2018-02-02","2"
"LEAVE-8215","PNR-2643","Sick Leave","2022-01-25","#N/A","5"
"LEAVE-8216","PNR-2644","Vacation"," 2018-07-29 ","2018-07-31","3"
"","PNR-2644"," Vacation ","2023-09-26","2023-09-26","1"
