CandidateID,PositionID,JobTitle,ApplicationDate,Source,Stage,DateatStage
"CAND-17643","POS-417","Regional Sales","2025-10-11","","Rejected","#N/A"
"CAND-17644","POS-417","Regional Sales","","Employee Referral"," Applied ","2025-09-26"
"CAND-17645","","Regional Sales","2025-09-26","Employee Referral","Rejected"," 2025-09-29 "
" CAND-17646 "," POS-417 ","Regional Sales","2025-09-09","Job Fair","Applied","2025-09-09"
"CAND-17647","POS-417","Regional Sales","","Employee Referral","Screened","2025-09-15"
"CAND-17648","POS-417","Regional Sales","2025-09-09","Company Website","#N/A","#N/A"
"CAND-17649","POS-417","Regional Sales","2025-09-09","","Rejected","2025-09-19"
"CAND-17650","POS-417"," Regional Sales ","2025-08-04","Indeed"," Applied ","2025-08-04"
"CAND-17651","POS-417","Regional Sales"," 2025-08-04 ","Job Fair"," Screened ","2025-08-06"
"CAND-17652","POS-417","Regional Sales","#N/A","Job Fair","Interview 1","2025-08-08"
"CAND-17653","POS-417","","2025-08-04","LinkedIn","Interview 2","2025-08-12"
"CAND-17653","POS-417","Regional Sales","2025-08-04","LinkedIn","Interview 2","2025-08-12"
"CAND-17655","POS-417",""," 2025-09-10 "," Company Website ","Applied","2025-09-10"
"CAND-17656","POS-417","Regional Sales","2025-09-10","Indeed","Screened","2025-09-16"
"CAND-17657","POS-417","Regional Sales","2025-09-10","LinkedIn","Interview 1","2025-09-21"
"CAND-17658"," POS-417 ","Regional Sales","2025-09-10","Indeed"," Interview 2 ","2025-09-27"
"CAND-17659","POS-417","Regional Sales","2025-09-10","Job Fair","Offer","2025-09-30"
"","POS-417","Regional Sales","2025-09-10","Company Website","Hired","2025-10-02"
"CAND-17660","POS-417","Regional Sales","2025-09-10","Company Website","Hired","2025-10-02"
"CAND-17661","POS-417","Regional Sales","2025-08-31","Job Fair","Rejected","2025-08-31"
"CAND-17663"," POS-417 ","Regional Sales","2025-09-07","Company Website","Rejected","2025-09-07"
"","POS-417"," Regional Sales ","2025-08-22","Job Fair","Rejected","#N/A"
" CAND-17665 ","POS-417","","2025-08-28","LinkedIn","Applied","2025-08-28"
"CAND-17666","POS-417"," Regional Sales ","2025-08-28","Indeed","",""
"#N/A","","","","Company Website","","2025-09-08"
"CAND-17668","POS-417","Regional Sales","2025-08-28"," Company Website ","Rejected","2025-09-15"
" CAND-17669 ","POS-417","Regional Sales","","Indeed","Applied","2025-08-29"
"CAND-17670"," POS-417 ","Regional Sales","2025-08-29","Company Website","Rejected","2025-08-31"
"CAND-17671","POS-417","Regional Sales"," 2025-09-28 ","","Applied","#N/A"
"CAND-17672","POS-417","Regional Sales","2025-09-28","Indeed","","2025-10-03"
"CAND-17673","POS-417","Regional Sales","2025-09-28","Company Website"," Interview 1 "," 2025-10-05 "
"CAND-17674","POS-417"," Regional Sales ","2025-09-28","Employee Referral"," Interview 2 ","2025-10-10"
"CAND-17674","POS-417","Regional Sales","2025-09-28","Employee Referral","Interview 2","2025-10-10"
"CAND-17676","POS-417","Regional Sales"," 2025-09-28 ","Company Website","Hired"," 2025-10-19 "
" CAND-17677 ","POS-417"," Regional Sales ","2025-10-14","LinkedIn","Applied","#N/A"
"CAND-17678"," POS-417 ","Regional Sales","","LinkedIn","Screened",""
" CAND-17679 ","POS-417","Regional Sales","2025-10-14","LinkedIn","Interview 1","2025-10-25"
"CAND-17679","POS-417","Regional Sales","2025-10-14","LinkedIn","Interview 1","2025-10-25"
"CAND-17681","POS-417","Regional Sales","2025-10-14","Indeed","","2025-11-06"
"CAND-17682","","Marketing"," 2025-09-12 ","Job Fair","Applied"," 2025-09-12 "
"CAND-17682","POS-418","Marketing","2025-09-12","Job Fair","Applied","2025-09-12"
"CAND-17684","","Marketing","2025-09-07","Employee Referral","Applied","2025-09-07"
" CAND-17685 "," POS-418 ","Marketing","2025-09-07","","Screened","2025-09-12"
"CAND-17686"," POS-418 ","Marketing","2025-09-07","#N/A","","2025-09-18"
"CAND-17687","POS-418","Marketing","","Company Website","Interview 2",""
"CAND-17688","POS-418","Marketing","2025-09-07","LinkedIn","Offer","2025-09-24"
"CAND-17688","POS-418","Marketing","2025-09-07","LinkedIn","Offer","2025-09-24"
"CAND-17689","POS-418","Marketing","2025-09-07","Indeed","Hired","2025-09-27"
"CAND-17691","POS-418","Marketing","2025-10-11","Employee Referral"," Applied ","2025-10-11"
" CAND-17692 ","POS-418","Marketing","2025-10-11",""," Rejected ","2025-10-14"
"CAND-17693","","Marketing","2025-09-03","Indeed","Applied","2025-09-03"
"CAND-17694","POS-418","Marketing"," 2025-09-03 ","LinkedIn","Screened","2025-09-07"
"#N/A","#N/A","Marketing","",""," Interview 1 ","2025-09-11"
"CAND-17695","POS-418","Marketing","2025-09-03","LinkedIn","Interview 1","2025-09-11"
"CAND-17697","POS-418","Marketing",""," Indeed ","",""
"CAND-17698","POS-418","Marketing","2025-10-15","","Screened","2025-10-22"
"CAND-17699","","Marketing","2025-10-15","Employee Referral","Rejected","2025-10-25"
" CAND-17700 ","POS-418","Marketing","","Job Fair","Rejected","2025-08-22"
"CAND-17701","POS-418","Marketing","#N/A","Indeed","Applied","2025-08-28"
"CAND-17702","POS-418","Marketing","2025-08-28","LinkedIn","Screened"," 2025-09-01 "
"CAND-17702","POS-418","Marketing","2025-08-28","LinkedIn","Screened","2025-09-01"
"CAND-17704","POS-418","Marketing","2025-08-28","Job Fair","Interview 2","2025-09-10"
"CAND-17705","POS-418","Marketing","2025-08-28","LinkedIn","Offer","2025-09-13"
"CAND-17706","POS-418","Marketing","2025-08-28","LinkedIn","Hired","2025-09-17"
"CAND-17707","POS-418","Marketing","2025-08-16","#N/A","Applied","2025-08-16"
"","POS-418","","2025-08-16","","Screened","2025-08-20"
"CAND-17709","POS-418","Marketing"," 2025-08-16 "," Job Fair ","Rejected","2025-08-26"
"","POS-418"," Marketing "," 2025-08-16 ","Job Fair"," Applied ","2025-08-16"
"CAND-17711","POS-418","Marketing","2025-08-16","Employee Referral","Screened","2025-08-20"
"CAND-17712"," POS-418 ","Marketing","2025-08-16","#N/A","Rejected","2025-08-25"
"CAND-17713","POS-418","Marketing"," 2025-08-17 ","Job Fair","Applied","2025-08-17"
"CAND-17713","POS-418","Marketing","2025-08-17","Job Fair","Applied","2025-08-17"
"CAND-17714","POS-418","Marketing","2025-08-17","LinkedIn","Screened","2025-08-20"
"CAND-17716"," POS-418 ","Marketing","2025-08-17",""," Interview 2 ","2025-08-30"
"CAND-17717","POS-418","Marketing","#N/A","Job Fair","Offer","2025-09-06"
"CAND-17718","POS-418"," Marketing ","2025-08-17","Employee Referral","","2025-09-09"
"CAND-17719","POS-418","Marketing"," 2025-09-22 ","Company Website","Applied","2025-09-22"
"CAND-17720","POS-418","Marketing","2025-09-22","Employee Referral","Screened","2025-09-28"
"CAND-17720","POS-418","Marketing","2025-09-22","Employee Referral","Screened","2025-09-28"
"CAND-17722","POS-418","Marketing"," 2025-09-22 ","Company Website","Interview 2","2025-10-10"
"CAND-17723","POS-418","Marketing"," 2025-09-22 ","Indeed","Offer","2025-10-12"
"","POS-418","Marketing","2025-09-22","LinkedIn"," Hired ","2025-10-18"
"CAND-17725","","Marketing","2025-10-05","Company Website","Applied","2025-10-05"
"CAND-17726","POS-418","Marketing","2025-10-05","Employee Referral","Screened","2025-10-12"
"CAND-17727","POS-418","Marketing","2025-10-05","","Interview 1",""
" CAND-17728 "," POS-418 "," Marketing "," 2025-10-05 ","Employee Referral","Interview 2","2025-10-18"
" CAND-17729 ","POS-418"," Marketing ","2025-10-05","Company Website","Offer"," 2025-10-20 "
"CAND-17730","POS-418","Marketing"," 2025-10-05 ","Job Fair","Hired","2025-10-26"
"CAND-17731","POS-418","Marketing","2025-09-16","Indeed","Applied","2025-09-16"
"CAND-17732","POS-418","Marketing","2025-09-16"," Job Fair ","Rejected","2025-09-23"
"CAND-17732","POS-418","Marketing","2025-09-16","Job Fair","Rejected","2025-09-23"
"CAND-17734","POS-418","Marketing","","LinkedIn","Applied","2025-10-25"
"CAND-17735","POS-418","Marketing","2025-10-25","LinkedIn","Screened","2025-10-27"
"CAND-17736","POS-418"," Marketing "," 2025-10-25 ","Company Website","Interview 1","2025-11-02"
"CAND-17737","POS-418","Marketing"," 2025-10-25 ","Employee Referral","Interview 2","2025-11-07"
"CAND-17737","POS-418","Marketing","2025-10-25","Employee Referral","Interview 2","2025-11-07"
"CAND-17738","POS-418","Marketing","2025-10-25","Job Fair","Offer","2025-11-12"
"CAND-17739","POS-418","Marketing","2025-10-25","LinkedIn","Hired","2025-11-14"
"CAND-17741","POS-418","Marketing","2025-10-03","Employee Referral","Rejected","2025-10-10"
" CAND-17742 ","POS-418"," Marketing ","2025-08-06","","Applied","2025-08-06"
"","POS-418","Marketing","2025-08-06","Job Fair"," Screened "," 2025-08-12 "
"CAND-17744"," POS-418 "," Marketing "," 2025-08-06 ","Indeed","Interview 1","2025-08-16"
"CAND-17745","POS-418","Marketing","2025-08-06","Company Website","","2025-08-20"
"CAND-17746","POS-418","Marketing","2025-08-06","#N/A","Rejected","2025-08-23"
"CAND-17747","#N/A","Research","2025-10-27","Job Fair","Applied","2025-10-27"
"CAND-17748","POS-419","Research","2025-10-27","Employee Referral","Screened","2025-11-03"
"CAND-17749","","Research","2025-10-27"," Employee Referral ","","2025-11-09"
" CAND-17750 ","POS-419"," Research ","2025-10-27","LinkedIn","Interview 2","2025-11-16"
"","POS-419","Research","2025-10-27","Indeed","",""
"CAND-17751","POS-419","Research","2025-10-27","Indeed","Offer","2025-11-19"
""," POS-419 ","Research","2025-10-09","Company Website","Rejected","2025-10-09"
" CAND-17754 ","","Research","","","Rejected","2025-10-12"
" CAND-17755 ","POS-419"," Research ","2025-10-17","","Applied","2025-10-17"
"CAND-17756","POS-419","Research","2025-10-17","LinkedIn","Screened","2025-10-22"
"CAND-17757","POS-419","Research","2025-10-17"," Employee Referral ","Rejected","2025-10-27"
"CAND-17758","POS-419","Research","2025-10-14","Employee Referral"," Rejected ","2025-10-14"
"CAND-17758","POS-419","Research","2025-10-14","Employee Referral","Rejected","2025-10-14"
"CAND-17760"," POS-419 ","Research"," 2025-10-09 ","Indeed","Screened","2025-10-12"
"CAND-17761","POS-419","#N/A","2025-10-09","Employee Referral","Interview 1","2025-10-17"
"CAND-17762","POS-419","Research"," 2025-10-09 ","Company Website","Rejected","2025-10-20"
"CAND-17763","POS-419","Research"," 2025-10-12 ","Employee Referral","",""
"CAND-17764","","Research"," 2025-10-20 ","LinkedIn","","2025-10-20"
"CAND-17765","POS-419","Research","2025-10-20","Job Fair","Rejected"," 2025-10-27 "
"CAND-17766","POS-419","Research"," 2025-10-08 ","Indeed","Rejected","2025-10-08"
"CAND-17767","POS-419","Research"," 2025-09-28 ","Indeed"," Applied "," 2025-09-28 "
"CAND-17768","POS-419","Research","2025-09-28","Indeed","Screened","2025-10-03"
" CAND-17769 ","POS-419","Research","2025-09-28","Employee Referral","Interview 1","2025-10-07"
"CAND-17769","POS-419","Research","2025-09-28","Employee Referral","Interview 1","2025-10-07"
"CAND-17771","","Research","#N/A","Job Fair","Rejected","2025-10-17"
"CAND-17772","POS-419","Research","2025-10-07","Indeed","Applied","2025-10-07"
"CAND-17773","POS-419","Research","2025-10-07","LinkedIn","Screened","2025-10-14"
"CAND-17774","POS-419","Research","2025-10-07","Employee Referral","Interview 1","2025-10-17"
"CAND-17775","POS-419","Research","2025-10-07","#N/A","Rejected","2025-10-20"
"CAND-17776"," POS-419 ","Research","2025-10-08","Job Fair","Applied","2025-10-08"
" CAND-17777 ","POS-419","Research","","LinkedIn","Screened",""
"CAND-17778"," POS-419 "," Research ","2025-10-08"," Indeed ","Rejected","2025-10-15"
"CAND-17779","POS-419","Research"," 2025-09-30 ","","#N/A"," 2025-09-30 "
"CAND-17780"," POS-419 ","","2025-10-02","Job Fair","Applied",""
"CAND-17781","POS-419","Research","2025-10-02","Indeed","","2025-10-07"
"CAND-17782","POS-420","Marketing","2025-09-11","LinkedIn","Applied","2025-09-11"
"CAND-17783","POS-420"," Marketing ","2025-09-11","Job Fair","Screened",""
"CAND-17784","POS-420","Marketing","2025-09-11","Job Fair","Interview 1","2025-09-24"
" CAND-17785 ","POS-420","Marketing","2025-09-11","LinkedIn","Rejected","2025-09-28"
"CAND-17786","POS-420",""," 2025-07-11 ","LinkedIn","Applied","2025-07-11"
"CAND-17787","POS-420","#N/A","2025-07-11","#N/A","","2025-07-16"
"CAND-17788","POS-420","Marketing","2025-07-11","Company Website","Interview 1","2025-07-20"
" CAND-17789 ","POS-420","Marketing","2025-07-11","","","2025-07-24"
"CAND-17790","POS-420"," Marketing ","","Indeed","Offer","2025-07-27"
"CAND-17791","POS-420","Marketing","2025-07-11","Indeed","Hired","2025-08-01"
"CAND-17792","POS-420"," Marketing ","2025-10-05"," Employee Referral ","Applied","2025-10-05"
" CAND-17793 ","POS-420","Marketing","2025-10-05"," Job Fair ","Screened"," 2025-10-11 "
" CAND-17794 ","","Marketing","2025-10-05","Company Website","Interview 1",""
" CAND-17795 ","POS-420","Marketing","2025-10-05","Employee Referral","Interview 2",""
"CAND-17796","POS-420","Marketing","2025-10-05","","Offer","2025-10-29"
" CAND-17797 ","POS-420","","2025-10-05"," Company Website ","Hired","2025-11-05"
"CAND-17798","POS-420","Marketing"," 2025-10-10 ",""," Applied "," 2025-10-10 "
"CAND-17799","POS-420","Marketing","2025-10-10","Indeed","Screened",""
"CAND-17799","POS-420","Marketing","2025-10-10","Indeed","Screened","2025-10-17"
"CAND-17801","#N/A","Marketing","2025-07-25","Employee Referral","Rejected","2025-07-25"
"CAND-17802","POS-420","Marketing","2025-08-04","LinkedIn","Applied","2025-08-04"
"CAND-17803","POS-420","","2025-08-04","LinkedIn"," Screened ","#N/A"
"CAND-17803","POS-420","Marketing","2025-08-04","LinkedIn","Screened","2025-08-08"
"CAND-17805","POS-420","Marketing","2025-08-04","","Interview 2","2025-08-19"
"CAND-17805","POS-420","Marketing","2025-08-04","Indeed","Interview 2","2025-08-19"
"CAND-17807","POS-420","Marketing","","Company Website","Hired","2025-08-27"
"CAND-17808","POS-420","","2025-08-04","Indeed","Applied","2025-08-04"
" CAND-17809 ","POS-420","Marketing"," 2025-08-04 ","Company Website","Rejected","2025-08-09"
"CAND-17809","POS-420","Marketing","2025-08-04","Company Website","Rejected","2025-08-09"
"CAND-17811","POS-420","Marketing","2025-09-02","Job Fair","Rejected","2025-09-08"
"CAND-17812","POS-420","Marketing","#N/A"," Indeed "," Applied "," 2025-10-22 "
" CAND-17813 ","","Marketing","2025-10-22","LinkedIn","Rejected","2025-10-28"
"CAND-17814",""," Marketing ","2025-10-11","LinkedIn","Applied","2025-10-11"
" CAND-17815 ","POS-420","","","LinkedIn","Rejected","2025-10-16"
"CAND-17816","POS-420"," Marketing ","2025-10-09","Company Website"," Applied ","2025-10-09"
"CAND-17816","POS-420","Marketing","2025-10-09","Company Website","Applied","2025-10-09"
"CAND-17818"," POS-420 ","Marketing",""," LinkedIn ","Applied","2025-08-21"
"","POS-420","Marketing","2025-08-21","Company Website","Rejected","2025-08-25"
"CAND-17820","POS-420","Marketing","2025-09-06","Indeed","Rejected"," 2025-09-06 "
"CAND-17821","POS-421","Account","2025-10-01","Company Website","Rejected","2025-10-01"
"CAND-17822","POS-421","Account","2025-10-22","Employee Referral"," Applied ","2025-10-22"
"CAND-17823","POS-421","Account","2025-10-22","",""," 2025-10-24 "
"CAND-17824","","","","Company Website"," Interview 1 ","2025-10-30"
" CAND-17825 ",""," Account ","2025-10-22"," Indeed ","Interview 2","2025-11-01"
" CAND-17826 ","POS-421"," Account ","2025-10-22","LinkedIn","","2025-11-06"
"CAND-17827","POS-421","Account"," 2025-10-15 "," LinkedIn ","Applied","2025-10-15"
"CAND-17828","POS-421","Account","2025-10-15","Job Fair","","2025-10-22"
"CAND-17829","POS-421","Account","2025-10-15","","#N/A","2025-10-28"
"CAND-17830","POS-421","Account","#N/A","Company Website","Rejected","2025-11-04"
" CAND-17831 ","POS-421","Account","2025-09-26","","Rejected","2025-09-26"
"CAND-17832",""," Account ","2025-09-25"," LinkedIn ","Rejected","2025-09-25"
" CAND-17833 ","#N/A","","2025-10-26","Employee Referral","Rejected","2025-10-26"
"CAND-17834","","","2025-09-30","LinkedIn","Rejected","2025-09-30"
"CAND-17835","POS-421"," Account ","2025-09-20","LinkedIn"," Rejected "," 2025-09-20 "
"CAND-17836","POS-421"," Account ","2025-10-18"," Indeed ","Applied","2025-10-18"
"CAND-17837","POS-421","Account","2025-10-18","Company Website","Screened"," 2025-10-25 "
" CAND-17838 ","","Account","2025-10-18","Employee Referral","Interview 1","2025-11-01"
"CAND-17839","POS-421","#N/A","2025-10-18","Indeed","Interview 2",""
"CAND-17840","POS-421","Account","2025-10-18","LinkedIn","Rejected",""
"#N/A","POS-421","Account","2025-10-27","Job Fair","Rejected",""
"CAND-17842","POS-421","Account","2025-10-05","Company Website","Applied","2025-10-05"
"CAND-17843","POS-421","Account","2025-10-05"," Job Fair ","Rejected",""
"CAND-17844","POS-421","Account"," 2025-09-20 "," Company Website ","","2025-09-20"
"CAND-17845","","QC","2025-08-07","LinkedIn","Applied","2025-08-07"
"CAND-17846","POS-422","QC","2025-08-07","","","2025-08-10"
"CAND-17847","POS-422","QC","2025-08-07","LinkedIn","","2025-08-14"
" CAND-17848 ","POS-422"," QC "," 2025-08-07 ","Job Fair","Interview 2","2025-08-17"
"CAND-17848","POS-422","QC","2025-08-07","Job Fair","Interview 2","2025-08-17"
"CAND-17850"," POS-422 ","QC","","LinkedIn"," Hired ","2025-08-29"
"CAND-17851","POS-422","QC","2025-07-31","Company Website","Applied","2025-07-31"
"CAND-17852"," POS-422 ","QC","2025-07-31","LinkedIn","Screened"," 2025-08-04 "
" CAND-17853 ","POS-422"," QC ","2025-07-31"," Employee Referral ","Interview 1",""
"CAND-17854","POS-422"," QC ","2025-07-31","Job Fair","Interview 2","2025-08-13"
" CAND-17855 ","POS-422","QC","","Job Fair","Rejected","2025-08-19"
" CAND-17856 ","POS-422","QC","2025-10-15","Job Fair","Applied","2025-10-15"
"CAND-17857","POS-422","QC","2025-10-15"," Company Website ","","2025-10-17"
" CAND-17858 "," POS-422 ","QC","2025-09-12","Indeed","Rejected","2025-09-12"
"CAND-17859","POS-422","QC","2025-07-28","Indeed","","2025-07-28"
" CAND-17860 ","POS-422"," QC ","2025-07-28","LinkedIn","#N/A","2025-07-30"
" CAND-17861 ","POS-422","QC","2025-07-28","Indeed","Interview 1","2025-08-02"
"CAND-17862"," POS-422 ","QC"," 2025-07-28 "," Company Website ","Rejected","2025-08-06"
"CAND-17863","POS-422","QC","2025-09-18"," Indeed ","Applied","2025-09-18"
"CAND-17864","POS-422","QC","2025-09-18","#N/A","Screened","2025-09-22"
"CAND-17865","POS-422"," QC ","2025-09-18","Job Fair","Rejected","2025-09-26"
"CAND-17866","POS-422","QC","2025-10-23"," Job Fair ","Rejected"," 2025-10-23 "
"CAND-17867","POS-422","QC","2025-09-19","","Applied","2025-09-19"
"","","QC","2025-09-19","Company Website","Screened"," 2025-09-26 "
"CAND-17869","","QC","2025-09-19","Indeed","Interview 1"," 2025-10-03 "
"CAND-17870","#N/A","QC","","Indeed","Interview 2","2025-10-05"
"CAND-17871","POS-422","QC"," 2025-09-19 ","Employee Referral","Offer","#N/A"
"","POS-422"," QC ","2025-09-19","Company Website","Hired","2025-10-13"
"CAND-17872","POS-422","QC","2025-09-19","Company Website","Hired","2025-10-13"
"","","QC","2025-07-26","Job Fair","Screened","2025-08-01"
"CAND-17875","POS-422"," QC ","2025-07-26","Job Fair","Interview 1","2025-08-06"
"CAND-17876"," POS-422 ","QC","","Indeed","Interview 2","2025-08-09"
"CAND-17877",""," QC ","2025-07-26","Company Website"," Offer ","2025-08-16"
"CAND-17878","POS-422","QC","","Job Fair","Hired","2025-08-20"
"","POS-422","QC","2025-10-12","Employee Referral","Applied","2025-10-12"
"CAND-17880","#N/A","QC","2025-10-12","#N/A","Rejected","2025-10-15"
"CAND-17881","POS-422","","2025-09-14","LinkedIn","#N/A",""
"CAND-17882","POS-422","QC","2025-09-14","LinkedIn","Rejected",""
"CAND-17883","","QC","2025-09-11","#N/A","Applied","2025-09-11"
"CAND-17883","POS-422","QC","2025-09-11","Employee Referral","Applied","2025-09-11"
"CAND-17885","POS-422","","2025-09-03","Job Fair","Rejected","2025-09-03"
"CAND-17885","POS-422","QC","2025-09-03","Job Fair","Rejected","2025-09-03"
"CAND-17887","POS-422","QC","2025-07-25"," Job Fair ","Rejected","2025-07-27"
" CAND-17888 ","POS-422","QC","2025-09-22"," LinkedIn ","Applied","2025-09-22"
"CAND-17889","POS-422","#N/A","2025-09-22","LinkedIn","Screened","2025-09-24"
"CAND-17890","#N/A","","2025-09-22","LinkedIn","Interview 1","2025-09-28"
"CAND-17891"," POS-422 ","QC","2025-09-22","","Interview 2","2025-09-30"
"CAND-17892","#N/A","QC"," 2025-09-22 ","Company Website","Offer","2025-10-04"
"CAND-17893","POS-422","QC","","Employee Referral","Hired","2025-10-10"
" CAND-17894 "," POS-422 ","QC","2025-08-05","LinkedIn","Rejected","2025-08-05"
"CAND-17895","POS-422","QC","2025-09-05","Company Website","Applied","2025-09-05"
"CAND-17895","POS-422","QC","2025-09-05","Company Website","Applied","2025-09-05"
"CAND-17897","POS-422","QC","2025-09-05","Company Website","Interview 1"," 2025-09-19 "
"CAND-17898","POS-422","QC"," 2025-09-05 ","Job Fair"," Rejected ","#N/A"
"CAND-17899","","Account","2025-08-25","LinkedIn","","2025-08-25"
"CAND-17900","POS-423","Account","2025-08-25","Indeed","Screened","2025-08-28"
"CAND-17901","POS-423",""," 2025-08-25 ","LinkedIn","Interview 1","2025-09-03"
"CAND-17901","POS-423","Account","2025-08-25","LinkedIn","Interview 1","2025-09-03"
"#N/A","POS-423"," Account ","","Job Fair","Rejected","2025-09-09"
"CAND-17904","POS-423","Account","","Company Website"," Rejected ","2025-08-25"
""," POS-423 ","Account","2025-09-08","Employee Referral","Rejected","2025-09-08"
"CAND-17906","POS-423","Account","2025-09-23","Indeed","Applied","2025-09-23"
"CAND-17907","POS-423","Account","2025-09-23"," Company Website "," Screened ","2025-09-26"
"CAND-17908"," POS-423 "," Account ","2025-09-23","Job Fair",""," 2025-10-02 "
"","POS-423","Account","2025-09-23","#N/A","Interview 2","2025-10-07"
"CAND-17910","POS-423","Account"," 2025-09-23 ","Job Fair","Offer","2025-10-09"
"CAND-17911","POS-423","Account","2025-09-23","Company Website","Hired","2025-10-14"
"CAND-17912"," POS-423 ","Account"," 2025-08-17 ","","Applied","#N/A"
" CAND-17913 ","POS-423"," Account ",""," LinkedIn ","Rejected","2025-08-24"
"CAND-17914"," POS-423 ","Account","2025-09-09","Company Website","Applied","2025-09-09"
"CAND-17915","POS-423","Account"," 2025-09-09 "," Company Website ","Screened","2025-09-13"
"CAND-17916","POS-423","Account"," 2025-09-09 "," Employee Referral ","Rejected","2025-09-18"
"CAND-17917","POS-423"," Account ","2025-10-19","#N/A","Applied","2025-10-19"
" CAND-17918 ","POS-423","Account"," 2025-10-19 ","Indeed","Rejected","2025-10-24"
"CAND-17918","POS-423","Account","2025-10-19","Indeed","Rejected","2025-10-24"
" CAND-17920 ","POS-423","Account","2025-09-12","Job Fair"," Screened ","2025-09-17"
"CAND-17921","POS-423","Account","2025-09-12","Job Fair"," Interview 1 ","2025-09-22"
"CAND-17922","POS-423"," Account ","#N/A","Employee Referral","Interview 2","2025-09-27"
" CAND-17923 ","POS-423","Account","2025-09-12","LinkedIn","Offer","2025-10-04"
"CAND-17924","POS-423","Account"," 2025-09-12 ","Indeed","Hired","2025-10-11"
"CAND-17925","POS-423","Account","","Company Website","Rejected","2025-10-28"
"CAND-17926","POS-423","Account","2025-08-24","Company Website","Rejected","2025-08-24"
"CAND-17927","POS-423","Account","2025-10-15"," Job Fair ","Applied","2025-10-15"
"CAND-17928","POS-423","Account","2025-10-15","Job Fair","Screened","2025-10-18"
"CAND-17929","POS-423","Account","2025-10-15","Job Fair","Interview 1","2025-10-20"
"CAND-17930","","Account","2025-10-15","Job Fair","","2025-10-25"
"CAND-17931","POS-423","Account","2025-09-19","Company Website"," Applied ","2025-09-19"
"CAND-17932"," POS-423 ","Account"," 2025-09-19 ","Indeed","Screened","2025-09-21"
"CAND-17933","POS-423"," Account ","2025-09-19","","Rejected","2025-09-28"
"CAND-17934","#N/A","Account","2025-10-12","Job Fair","Rejected","2025-10-12"
"CAND-17935","POS-423","Account","","Company Website","Rejected",""
"CAND-17936","#N/A","Account","","Employee Referral","Applied","2025-10-12"
"CAND-17937","POS-423"," Account ","2025-10-12"," Employee Referral ","Screened","2025-10-15"
"CAND-17938","POS-423","Account","2025-10-12","Employee Referral","Rejected","2025-10-18"
" CAND-17939 ","POS-424","#N/A","","","Applied"," 2025-10-13 "
"CAND-17940"," POS-424 ","Marketing","2025-10-13","","Screened","2025-10-18"
"CAND-17941","POS-424","Marketing"," 2025-10-13 ","Employee Referral","Interview 1","2025-10-24"
"CAND-17942"," POS-424 ","Marketing","2025-10-13","Indeed","Interview 2"," 2025-10-29 "
" CAND-17943 ","POS-424","","","Company Website","Offer","#N/A"
"CAND-17944","POS-424","Marketing","","Job Fair","Hired",""
"","POS-424","Marketing","2025-10-11","LinkedIn","Applied","2025-10-11"
"CAND-17946","POS-424"," Marketing ","2025-10-11","Company Website","Screened",""
"","#N/A","Marketing","2025-10-11","Company Website","Interview 1","2025-10-18"
"CAND-17948","POS-424","","2025-10-11","Company Website","Interview 2","2025-10-21"
"CAND-17949","","Marketing",""," Job Fair ","Offer","2025-10-26"
" CAND-17950 ","#N/A","Marketing"," 2025-10-11 ","","Hired","#N/A"
"CAND-17951","POS-424","Marketing","2025-07-27","","Rejected"," 2025-07-27 "
"CAND-17952","",""," 2025-10-25 ","Employee Referral"," Applied ",""
"CAND-17953","POS-424","Marketing","2025-10-25"," Job Fair ","Screened","2025-10-27"
"","POS-424","Marketing"," 2025-10-25 "," Indeed ","Interview 1","2025-11-02"
"CAND-17954","POS-424","Marketing","2025-10-25","Indeed","Interview 1","2025-11-02"
"CAND-17955","POS-424","Marketing","2025-10-25","Indeed","Interview 2","2025-11-06"
"CAND-17957","POS-424","Marketing"," 2025-10-25 ","Company Website","",""
"CAND-17958"," POS-424 ","Marketing"," 2025-08-01 ","Company Website","Applied","2025-08-01"
"CAND-17959","POS-424","Marketing","2025-08-01","Employee Referral"," Rejected ","2025-08-06"
"CAND-17959","POS-424","Marketing","2025-08-01","Employee Referral","Rejected","2025-08-06"
"CAND-17961","POS-424","Marketing","2025-10-23","Employee Referral","Applied",""
"CAND-17962","#N/A","Marketing","2025-10-23","Job Fair","Screened","2025-10-28"
"CAND-17963","POS-424","","2025-10-23","Job Fair","","2025-10-30"
"CAND-17963","POS-424","Marketing","2025-10-23","Job Fair","Interview 1","2025-10-30"
" CAND-17965 ","POS-424","Marketing"," 2025-10-09 "," Indeed ","Rejected","2025-10-09"
"CAND-17966","POS-424","Marketing","2025-10-20","Company Website","#N/A","2025-10-20"
"CAND-17966","POS-424","Marketing","2025-10-20","Company Website","Applied","2025-10-20"
"CAND-17968"," POS-424 ","","2025-09-03","Employee Referral","Applied","2025-09-03"
"CAND-17969"," POS-424 ","Marketing","2025-09-03","Job Fair","Rejected","2025-09-06"
"CAND-17969","POS-424","Marketing","2025-09-03","Job Fair","Rejected","2025-09-06"
"","POS-424","","2025-07-25","Company Website","Rejected","2025-08-01"
"CAND-17972","POS-424","Marketing","2025-10-24","Company Website","Applied"," 2025-10-24 "
"CAND-17973","POS-424","Marketing","2025-10-24","Job Fair"," Screened ","2025-10-28"
